Finnish	4	61073	181
			1)	all	0	0	0.0
				1)	alli	51	353	0.0011003913
			2)	alu	0	0	0.0
				1)	alue	94	268	8.3542446E-4
			3)	alt	0	0	0.0
				1)	alti	121	241	7.512586E-4
			4)	alo	0	0	0.0
				1)	alou	161	214	6.670927E-4
		3)	ai	0	0	0.0
			1)	ais	0	0	0.0
				1)	aisi	64	318	9.912873E-4
				2)	aise	89	276	8.6036255E-4
			2)	ail	0	0	0.0
				1)	ailu	104	259	8.073692E-4
		4)	as	0	0	0.0
			1)	ast	0	0	0.0
				1)	asta	84	283	8.821833E-4
			2)	asi	0	0	0.0
				1)	asia	138	228	7.107343E-4
		5)	am	0	0	0.0
			1)	ami	0	0	0.0
				1)	amis	86	281	8.759488E-4
			2)	ame	0	0	0.0
				1)	amen	169	208	6.4838916E-4
		6)	ar	0	0	0.0
			1)	arv	0	0	0.0
				1)	arvo	108	250	7.793139E-4
			2)	arl	0	0	0.0
				1)	arla	179	204	6.3592015E-4
	6)	l	0	0	0.0
		1)	ll	0	0	0.0
			1)	lli	0	0	0.0
				1)	llis	8	792	0.0024688663
			2)	lla	0	0	0.0
				1)	lla_	16	558	0.0017394286
			3)	lle	0	0	0.0
				1)	lle_	22	497	0.001549276
			4)	llä	0	0	0.0
				1)	llä_	47	380	0.0011845571
		2)	li	0	0	0.0
			1)	lis	0	0	0.0
				1)	list	56	335	0.0010442806
				2)	lise	69	310	9.663492E-4
				3)	lisi	124	240	7.481413E-4
		3)	lp	0	0	0.0
			1)	lpa	0	0	0.0
				1)	lpai	118	245	7.6372764E-4
		4)	la	0	0	0.0
			1)	lai	0	0	0.0
				1)	lais	125	240	7.481413E-4
			2)	lam	0	0	0.0
				1)	lame	176	204	6.3592015E-4
		5)	lt	0	0	0.0
			1)	lti	0	0	0.0
				1)	ltio	128	237	7.3878956E-4
	7)	t	0	0	0.0
		1)	tt	0	0	0.0
			1)	ttä	0	0	0.0
				1)	ttä_	9	785	0.0024470456
			2)	tta	0	0	0.0
				1)	tta_	43	389	0.0012126124
				2)	ttav	129	234	7.294378E-4
				3)	ttaa	172	206	6.4215466E-4
			3)	tte	0	0	0.0
				1)	ttel	122	240	7.481413E-4
		2)	te	0	0	0.0
			1)	ten	0	0	0.0
				1)	ten_	13	644	0.0020075126
			2)	tei	0	0	0.0
				1)	teis	85	281	8.759488E-4
			3)	tet	0	0	0.0
				1)	tett	90	274	8.5412804E-4
			4)	tee	0	0	0.0
				1)	teen	159	215	6.7020993E-4
		3)	ta	0	0	0.0
			1)	taa	0	0	0.0
				1)	taa_	30	421	0.0013123646
				2)	taan	61	330	0.0010286943
			2)	tav	0	0	0.0
				1)	tava	62	323	0.0010068736
			3)	tam	0	0	0.0
				1)	tami	67	314	9.788183E-4
			4)	tal	0	0	0.0
				1)	talo	156	216	6.733272E-4
		4)	tä	0	0	0.0
			1)	täm	0	0	0.0
				1)	tämä	50	360	0.001122212
			2)	täv	0	0	0.0
				1)	tävä	109	249	7.7619666E-4
			3)	tää	0	0	0.0
				1)	tää_	147	220	6.857962E-4
		5)	tu	0	0	0.0
			1)	tuk	0	0	0.0
				1)	tuks	92	273	8.510108E-4
		6)	to	0	0	0.0
			1)	toi	0	0	0.0
				1)	toim	130	234	7.294378E-4
	8)	i	0	0	0.0
		1)	is	0	0	0.0
			1)	ist	0	0	0.0
				1)	ista	12	725	0.0022600102
				2)	iste	49	370	0.0011533846
				3)	istä	75	302	9.414112E-4
				4)	istu	112	247	7.6996215E-4
			2)	ise	0	0	0.0
				1)	ises	28	431	0.0013435371
				2)	isen	29	431	0.0013435371
			3)	iss	0	0	0.0
				1)	issi	35	406	0.0012656058
				2)	issa	152	219	6.8267895E-4
			4)	isu	0	0	0.0
				1)	isuu	77	297	9.258249E-4
		2)	id	0	0	0.0
			1)	ide	0	0	0.0
				1)	iden	15	570	0.0017768356
		3)	in	0	0	0.0
			1)	ine	0	0	0.0
				1)	inen	23	472	0.0014713446
		4)	it	0	0	0.0
			1)	itä	0	0	0.0
				1)	itä_	24	463	0.0014432893
			2)	itt	0	0	0.0
				1)	itte	55	338	0.0010536324
				2)	ittä	72	308	9.601147E-4
			3)	ita	0	0	0.0
				1)	ita_	173	205	6.390374E-4
		5)	ii	0	0	0.0
			1)	iin	0	0	0.0
				1)	iin_	31	418	0.0013030128
		6)	ie	0	0	0.0
			1)	ien	0	0	0.0
				1)	ien_	42	391	0.0012188469
		7)	il	0	0	0.0
			1)	ill	0	0	0.0
				1)	ille	66	315	9.819355E-4
			2)	ilp	0	0	0.0
				1)	ilpa	116	246	7.668449E-4
		8)	io	0	0	0.0
			1)	ion	0	0	0.0
				1)	ion_	93	268	8.3542446E-4
	9)	m	0	0	0.0
		1)	mm	0	0	0.0
			1)	mme	0	0	0.0
				1)	mme_	14	585	0.0018235946
		2)	mi	0	0	0.0
			1)	mis	0	0	0.0
				1)	miss	25	454	0.0014152341
				2)	mise	57	334	0.0010411633
				3)	mist	91	274	8.5412804E-4
			2)	mie	0	0	0.0
				1)	miel	144	222	6.9203076E-4
		3)	my	0	0	0.0
			1)	myö	0	0	0.0
				1)	myös	132	232	7.232033E-4
		4)	me	0	0	0.0
			1)	men	0	0	0.0
				1)	ment	148	220	6.857962E-4
	10)	n	0	0	0.0
		1)	ne	0	0	0.0
			1)	nen	0	0	0.0
				1)	nen_	17	552	0.0017207251
		2)	nk	0	0	0.0
			1)	nki	0	0	0.0
				1)	nkin	135	230	7.169688E-4
	11)	k	0	0	0.0
		1)	ks	0	0	0.0
			1)	ksi	0	0	0.0
				1)	ksi_	21	505	0.0015742141
			2)	kse	0	0	0.0
				1)	ksen	87	278	8.6659705E-4
		2)	ko	0	0	0.0
			1)	kom	0	0	0.0
				1)	komi	37	404	0.0012593713
			2)	kos	0	0	0.0
				1)	kosk	70	309	9.6323196E-4
		3)	ki	0	0	0.0
			1)	kin	0	0	0.0
				1)	kin_	45	387	0.0012063779
			2)	kil	0	0	0.0
				1)	kilp	115	246	7.668449E-4
		4)	ka	0	0	0.0
			1)	kan	0	0	0.0
				1)	kans	158	216	6.733272E-4
	12)	u	0	0	0.0
		1)	ut	0	0	0.0
			1)	utt	0	0	0.0
				1)	utta	26	450	0.001402765
		2)	uk	0	0	0.0
			1)	uks	0	0	0.0
				1)	ukse	40	396	0.0012344331
				2)	uksi	76	298	9.289422E-4
		3)	us	0	0	0.0
			1)	ust	0	0	0.0
				1)	usta	95	266	8.2918996E-4
				2)	uste	113	246	7.668449E-4
		4)	uu	0	0	0.0
			1)	uud	0	0	0.0
				1)	uude	131	233	7.2632055E-4
		5)	ud	0	0	0.0
			1)	ude	0	0	0.0
				1)	uden	149	219	6.8267895E-4
	13)	o	0	0	0.0
		1)	om	0	0	0.0
			1)	omi	0	0	0.0
				1)	omis	32	417	0.0012998956
		2)	oi	0	0	0.0
			1)	oim	0	0	0.0
				1)	oimi	141	223	6.95148E-4
			2)	oik	0	0	0.0
				1)	oike	143	222	6.9203076E-4
			3)	oit	0	0	0.0
				1)	oitt	146	221	6.8891345E-4
			4)	ois	0	0	0.0
				1)	oisa	171	207	6.452719E-4
		3)	ot	0	0	0.0
			1)	ott	0	0	0.0
				1)	otta	151	219	6.8267895E-4
		4)	os	0	0	0.0
			1)	osk	0	0	0.0
				1)	oske	170	207	6.452719E-4
	14)	ä	0	0	0.0
		1)	ää	0	0	0.0
			1)	ään	0	0	0.0
				1)	ään_	34	407	0.001268723
		2)	äs	0	0	0.0
			1)	äse	0	0	0.0
				1)	äsen	52	348	0.0010848049
	15)	v	0	0	0.0
		1)	va	0	0	0.0
			1)	vat	0	0	0.0
				1)	vat_	36	404	0.0012593713
			2)	val	0	0	0.0
				1)	valt	82	289	9.0088684E-4
			3)	vas	0	0	0.0
				1)	vast	155	216	6.733272E-4
		2)	vo	0	0	0.0
			1)	voi	0	0	0.0
				1)	vois	134	230	7.169688E-4
	16)	j	0	0	0.0
		1)	jä	0	0	0.0
			1)	jäs	0	0	0.0
				1)	jäse	53	348	0.0010848049
		2)	je	0	0	0.0
			1)	jen	0	0	0.0
				1)	jen_	105	256	7.980174E-4
	17)	y	0	0	0.0
		1)	yh	0	0	0.0
			1)	yht	0	0	0.0
				1)	yhte	80	294	9.1647316E-4
		2)	yk	0	0	0.0
			1)	yks	0	0	0.0
				1)	yksi	127	238	7.419068E-4
		3)	yö	0	0	0.0
			1)	yös	0	0	0.0
				1)	yös_	142	222	6.9203076E-4
	18)	p	0	0	0.0
		1)	pa	0	0	0.0
			1)	pai	0	0	0.0
				1)	pail	117	245	7.6372764E-4
			2)	par	0	0	0.0
				1)	parl	175	204	6.3592015E-4
		2)	pu	0	0	0.0
			1)	puh	0	0	0.0
				1)	puhe	150	219	6.8267895E-4
		3)	po	0	0	0.0
			1)	pol	0	0	0.0
				1)	poli	153	217	6.7644444E-4
	19)	r	0	0	0.0
		1)	ri	0	0	0.0
			1)	rit	0	0	0.0
				1)	rity	145	221	6.8891345E-4
		2)	rv	0	0	0.0
			1)	rvo	0	0	0.0
				1)	rvoi	167	209	6.515064E-4
		3)	rl	0	0	0.0
			1)	rla	0	0	0.0
				1)	rlam	174	204	6.3592015E-4
	20)	h	0	0	0.0
		1)	hy	0	0	0.0
			1)	hyv	0	0	0.0
				1)	hyvä	168	209	6.515064E-4
		2)	ha	0	0	0.0
			1)	hal	0	0	0.0
				1)	halu	180	200	6.2345114E-4
