Finnish	4	21211741	7875
			1)	_to	0	0	0.0
				1)	_toi	30	41335	0.001304002
				2)	_tod	521	9245	2.9165353E-4
				3)	_tot	713	7060	2.2272297E-4
				4)	_tor	1929	2477	7.814232E-5
				5)	_tos	2173	2107	6.6469875E-5
				6)	_tou	5274	485	1.5300375E-5
				7)	_tok	5460	453	1.4290865E-5
				8)	_ton	6325	333	1.0505206E-5
			2)	_ta	0	0	0.0
				1)	_tar	64	28695	9.0524583E-4
				2)	_tai	376	11277	3.5575737E-4
				3)	_tap	446	10200	3.2178106E-4
				4)	_tal	468	9929	3.1323178E-4
				5)	_tav	516	9326	2.9420885E-4
				6)	_tas	850	5897	1.8603362E-4
				7)	_tak	1524	3373	1.0640858E-4
				8)	_taa	1841	2652	8.366308E-5
				9)	_tah	1984	2378	7.5019154E-5
				10)	_tau	3282	1143	3.605841E-5
				11)	_tam	5177	500	1.5773581E-5
				12)	_tan	7871	200	6.3094326E-6
			3)	_tä	0	0	0.0
				1)	_täm	107	23996	7.570057E-4
				2)	_täy	313	12873	4.0610664E-4
				3)	_täs	316	12719	4.0124837E-4
				4)	_tär	450	10140	3.1988823E-4
				5)	_täl	566	8696	2.7433413E-4
				6)	_tät	844	5942	1.8745325E-4
				7)	_täh	1060	4863	1.5341386E-4
				8)	_tän	1445	3658	1.15399525E-4
				9)	_tää	2082	2238	7.060255E-5
			4)	_ti	0	0	0.0
				1)	_tie	144	20961	6.612601E-4
				2)	_til	622	7999	2.5234575E-4
				3)	_tiu	3511	1023	3.2272746E-5
				4)	_tii	3736	929	2.9307315E-5
			5)	_te	0	0	0.0
				1)	_teh	204	16852	5.316328E-4
				2)	_tek	404	10689	3.3720763E-4
				3)	_tei	967	5316	1.6770473E-4
				4)	_ter	1228	4268	1.346433E-4
				5)	_teo	2255	2013	6.350444E-5
				6)	_te_	2580	1667	5.2589123E-5
				7)	_tee	2980	1343	4.236784E-5
				8)	_tel	4257	729	2.2997881E-5
				9)	_tes	5837	391	1.2334941E-5
				10)	_teu	6844	278	8.770111E-6
			6)	_ty	0	0	0.0
				1)	_työ	254	14845	4.6831765E-4
				2)	_tyy	2233	2040	6.4356216E-5
				3)	_tyh	5963	374	1.1798639E-5
				4)	_tyt	7750	208	6.56181E-6
			7)	_tu	0	0	0.0
				1)	_tul	258	14711	4.6409032E-4
				2)	_tuo	420	10505	3.3140296E-4
				3)	_tur	728	6877	2.1694985E-4
				4)	_tuk	789	6387	2.0149173E-4
				5)	_tun	1056	4881	1.539817E-4
				6)	_tut	1191	4396	1.3868132E-4
				7)	_tue	2079	2240	7.066564E-5
				8)	_tuh	2869	1418	4.473388E-5
				9)	_tup	5488	449	1.4164676E-5
				10)	_tus	6509	311	9.811168E-6
			8)	_tr	0	0	0.0
				1)	_tra	5678	416	1.312362E-5
			9)	_tö	0	0	0.0
				1)	_töi	6487	314	9.90581E-6
		5)	_k	0	0	0.0
			1)	_ka	0	0	0.0
				1)	_kan	43	35167	0.001109419
				2)	_kai	156	19951	6.2939746E-4
				3)	_kau	794	6319	1.9934653E-4
				4)	_kat	1388	3803	1.1997386E-4
				5)	_kal	1503	3463	1.0924783E-4
				6)	_kas	1537	3318	1.0467349E-4
				7)	_kah	1864	2601	8.2054175E-5
				8)	_kak	2033	2298	7.249538E-5
				9)	_kar	3891	866	2.7319844E-5
				10)	_kaa	4082	790	2.492226E-5
				11)	_kap	4458	675	2.1294336E-5
				12)	_kam	5339	473	1.49218085E-5
				13)	_kad	7277	242	7.634413E-6
			2)	_ko	0	0	0.0
				1)	_kom	68	28327	8.936365E-4
				2)	_kos	96	25301	7.9817476E-4
				3)	_koh	452	10121	3.1928884E-4
				4)	_kol	471	9898	3.1225383E-4
				5)	_kok	596	8272	2.6095813E-4
				6)	_kor	664	7592	2.3950606E-4
				7)	_kon	1210	4334	1.367254E-4
				8)	_kou	2010	2337	7.372572E-5
				9)	_koo	2635	1608	5.072784E-5
				10)	_kot	2926	1383	4.3629727E-5
				11)	_kov	3177	1210	3.8172067E-5
				12)	_koi	6063	364	1.1483167E-5
				13)	_koe	6362	329	1.0379017E-5
			3)	_ku	0	0	0.0
				1)	_kui	130	21821	6.8839063E-4
				2)	_kun	287	13728	4.3307946E-4
				3)	_kuu	582	8423	2.6572176E-4
				4)	_kut	617	8058	2.5420703E-4
				5)	_kul	661	7613	2.4016855E-4
				6)	_kum	2585	1661	5.239984E-5
				7)	_kus	2887	1408	4.4418408E-5
				8)	_kuo	2907	1398	4.4102933E-5
				9)	_kuv	3039	1304	4.11375E-5
				10)	_kuk	3318	1126	3.5522105E-5
				11)	_kur	4534	650	2.0505657E-5
			4)	_kä	0	0	0.0
				1)	_käy	177	18641	5.8807066E-4
				2)	_käs	460	10021	3.1613413E-4
				3)	_kär	3028	1313	4.1421426E-5
				4)	_kää	4429	683	2.1546713E-5
				5)	_käv	5693	414	1.3060526E-5
				6)	_käd	6454	318	1.0031998E-5
			5)	_ke	0	0	0.0
				1)	_kes	192	17514	5.52517E-4
				2)	_keh	423	10432	3.291E-4
				3)	_ker	800	6276	1.9799E-4
				4)	_kei	2747	1505	4.747848E-5
				5)	_ken	3814	892	2.814007E-5
				6)	_kev	6623	300	9.464149E-6
				7)	_kel	7249	243	7.665961E-6
				8)	_kem	7504	225	7.098112E-6
				9)	_kek	7518	224	7.0665646E-6
				10)	_ket	7690	211	6.6564517E-6
			6)	_ky	0	0	0.0
				1)	_kys	222	15780	4.9781427E-4
				2)	_kyl	2994	1335	4.2115462E-5
				3)	_kym	4363	701	2.2114562E-5
				4)	_kyk	4533	650	2.0505657E-5
				5)	_kye	7051	260	8.2022625E-6
			7)	_ki	0	0	0.0
				1)	_kii	453	10089	3.1827934E-4
				2)	_kie	1402	3759	1.1858579E-4
				3)	_kil	1710	2914	9.1928436E-5
				4)	_kir	1813	2722	8.5871376E-5
			8)	_kr	0	0	0.0
				1)	_kri	1923	2483	7.8331606E-5
				2)	_kre	7679	212	6.687999E-6
			9)	_kö	0	0	0.0
				1)	_köy	2638	1604	5.060165E-5
			10)	_kl	0	0	0.0
				1)	_klo	3153	1224	3.861373E-5
		6)	_v	0	0	0.0
			1)	_vo	0	0	0.0
				1)	_voi	50	32408	0.0010223804
			2)	_va	0	0	0.0
				1)	_val	90	25928	8.1795483E-4
				2)	_vai	127	21983	6.935013E-4
				3)	_vas	173	19090	6.022354E-4
				4)	_var	268	14147	4.4629772E-4
				5)	_vaa	302	13166	4.1534996E-4
				6)	_vak	838	5961	1.8805264E-4
				7)	_vah	1046	4941	1.5587453E-4
				8)	_vap	1195	4385	1.3833432E-4
				9)	_van	2017	2317	7.309478E-5
				10)	_vau	5229	493	1.5552752E-5
				11)	_vam	5916	381	1.2019469E-5
			3)	_vu	0	0	0.0
				1)	_vuo	174	18788	5.927081E-4
			4)	_vä	0	0	0.0
				1)	_väl	306	13050	4.1169047E-4
				2)	_väh	812	6197	1.9549778E-4
				3)	_vää	2419	1819	5.738429E-5
				4)	_väi	3189	1198	3.7793503E-5
				5)	_väe	3237	1163	3.668935E-5
				6)	_väk	3526	1017	3.2083466E-5
			5)	_vi	0	0	0.0
				1)	_vii	441	10253	3.2345307E-4
				2)	_vie	462	9974	3.146514E-4
				3)	_vir	1108	4667	1.4723062E-4
				4)	_vih	3027	1315	4.148452E-5
				5)	_vil	3062	1292	4.0758936E-5
			6)	_ve	0	0	0.0
				1)	_ver	1111	4660	1.4700978E-4
				2)	_vel	2029	2301	7.2590025E-5
				3)	_vet	2916	1391	4.3882104E-5
				4)	_ves	3921	855	2.6972824E-5
				5)	_ved	4648	620	1.9559242E-5
				6)	_ven	7409	232	7.3189417E-6
		7)	_m	0	0	0.0
			1)	_my	0	0	0.0
				1)	_myö	56	29768	9.39096E-4
				2)	_myy	5226	494	1.5584299E-5
				3)	_myr	7331	237	7.4766776E-6
			2)	_mi	0	0	0.0
				1)	_mie	80	27520	8.681779E-4
				2)	_mit	330	12317	3.885664E-4
				3)	_min	345	11892	3.7515888E-4
				4)	_mik	845	5942	1.8745325E-4
				5)	_mil	1194	4390	1.3849205E-4
				6)	_mis	1979	2384	7.520844E-5
				7)	_mih	4271	725	2.2871693E-5
			3)	_me	0	0	0.0
				1)	_mei	178	18596	5.8665103E-4
				2)	_mer	607	8143	2.5688854E-4
				3)	_men	684	7356	2.3206093E-4
				4)	_me_	831	6022	1.8997701E-4
				5)	_mel	3001	1331	4.1989275E-5
				6)	_met	4100	782	2.4669882E-5
				7)	_mek	5827	392	1.2366488E-5
			4)	_ma	0	0	0.0
				1)	_maa	238	15296	4.825454E-4
				2)	_mah	477	9830	3.1010862E-4
				3)	_mai	587	8356	2.636081E-4
				4)	_mar	1602	3140	9.9058096E-5
				5)	_mak	1781	2778	8.763802E-5
				6)	_mat	2288	1974	6.22741E-5
				7)	_mal	3619	979	3.0884672E-5
				8)	_man	5964	374	1.1798639E-5
			5)	_mu	0	0	0.0
				1)	_muu	311	12992	4.0986075E-4
				2)	_mut	358	11552	3.6443284E-4
				3)	_muk	579	8457	2.6679435E-4
				4)	_mui	653	7691	2.4262923E-4
				5)	_muo	1624	3089	9.7449185E-5
				6)	_mua	4154	763	2.4070485E-5
				7)	_mur	4619	627	1.9780071E-5
				8)	_mus	6186	348	1.0978413E-5
			6)	_mä	0	0	0.0
				1)	_mää	547	8923	2.8149533E-4
			7)	_mo	0	0	0.0
				1)	_mon	692	7234	2.2821219E-4
				2)	_mol	3897	862	2.7193655E-5
				3)	_moi	6871	275	8.67547E-6
				4)	_moo	6978	266	8.391546E-6
				5)	_mor	7107	256	8.076074E-6
		8)	_y	0	0	0.0
			1)	_yh	0	0	0.0
				1)	_yht	59	29448	9.2900085E-4
				2)	_yhd	736	6797	2.1442607E-4
				3)	_yhä	2395	1851	5.8393798E-5
			2)	_yk	0	0	0.0
				1)	_yks	458	10056	3.1723827E-4
			3)	_yr	0	0	0.0
				1)	_yri	984	5182	1.634774E-4
			4)	_yl	0	0	0.0
				1)	_yle	987	5172	1.6316192E-4
				2)	_yli	1434	3677	1.1599892E-4
				3)	_yll	3804	898	2.8329352E-5
				4)	_ylä	7563	221	6.971923E-6
				5)	_ylp	7760	207	6.530263E-6
			5)	_ym	0	0	0.0
				1)	_ymp	1066	4830	1.523728E-4
				2)	_ymm	1853	2629	8.293749E-5
			6)	_yd	0	0	0.0
				1)	_ydi	3530	1016	3.2051918E-5
			7)	_ys	0	0	0.0
				1)	_yst	4962	545	1.7193204E-5
		9)	_s	0	0	0.0
			1)	_si	0	0	0.0
				1)	_sii	69	28273	8.919329E-4
				2)	_sit	151	20615	6.5034477E-4
				3)	_sil	426	10373	3.2723873E-4
				4)	_sis	646	7759	2.4477445E-4
				5)	_sik	1139	4549	1.4350805E-4
				6)	_sij	1764	2807	8.8552886E-5
				7)	_sie	2671	1574	4.9655235E-5
				8)	_siv	2927	1382	4.359818E-5
				9)	_sin	4749	595	1.8770563E-5
				10)	_sid	7546	222	7.0034703E-6
			2)	_se	0	0	0.0
				1)	_se_	150	20660	6.517644E-4
				2)	_sen	206	16747	5.283203E-4
				3)	_sel	224	15735	4.9639464E-4
				4)	_sek	530	9145	2.8849882E-4
				5)	_seu	742	6750	2.1294336E-4
				6)	_sei	2615	1626	5.1295687E-5
				7)	_ser	7503	225	7.098112E-6
			3)	_sa	0	0	0.0
				1)	_saa	166	19352	6.105007E-4
				2)	_san	292	13516	4.2639146E-4
				3)	_sam	584	8404	2.6512236E-4
				4)	_sal	1943	2445	7.713281E-5
				5)	_sai	2237	2038	6.429312E-5
				6)	_sat	3007	1329	4.192618E-5
				7)	_sak	5692	414	1.3060526E-5
			4)	_su	0	0	0.0
				1)	_suu	290	13559	4.27748E-4
				2)	_suo	570	8603	2.7140023E-4
				3)	_suh	1161	4470	1.4101581E-4
				4)	_suk	3340	1111	3.50489E-5
				5)	_sul	4088	788	2.4859164E-5
				6)	_sur	5548	438	1.3817657E-5
				7)	_suv	5825	392	1.2366488E-5
				8)	_sum	5826	392	1.2366488E-5
				9)	_sup	6722	290	9.148677E-6
				10)	_sui	7605	217	6.8457343E-6
			5)	_so	0	0	0.0
				1)	_sop	720	6977	2.2010456E-4
				2)	_sov	1061	4861	1.5335076E-4
				3)	_sos	1123	4616	1.456217E-4
				4)	_sot	2620	1620	5.1106406E-5
				5)	_sol	3877	870	2.7446033E-5
				6)	_sor	4596	633	1.9969355E-5
				7)	_sod	5855	389	1.2271847E-5
				8)	_sok	6158	352	1.1104602E-5
			6)	_sä	0	0	0.0
				1)	_sää	828	6069	1.9145974E-4
				2)	_säi	2804	1464	4.6185047E-5
				3)	_säh	3585	994	3.1357882E-5
			7)	_sy	0	0	0.0
				1)	_syy	1027	5021	1.5839831E-4
				2)	_syn	2250	2020	6.372527E-5
				3)	_syr	2607	1634	5.1548064E-5
				4)	_syi	3366	1096	3.4575693E-5
				5)	_syv	4055	804	2.536392E-5
				6)	_syd	5888	384	1.2114111E-5
				7)	_syö	6432	320	1.0095092E-5
			8)	_st	0	0	0.0
				1)	_str	2720	1520	4.795169E-5
				2)	_sta	5367	468	1.4764072E-5
		10)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	75	27816	8.775159E-4
				2)	_pal	514	9328	2.9427194E-4
				3)	_pai	770	6557	2.0685475E-4
				4)	_pan	1585	3169	9.997296E-5
				5)	_pak	1714	2910	9.180225E-5
				6)	_pah	2572	1673	5.2778403E-5
				7)	_pat	5178	500	1.5773581E-5
				8)	_pap	7362	235	7.4135833E-6
			2)	_pu	0	0	0.0
				1)	_puh	81	27191	8.577989E-4
				2)	_puo	491	9661	3.0477715E-4
				3)	_puu	1565	3229	1.0186579E-4
				4)	_pui	2370	1876	5.918248E-5
				5)	_pur	5159	504	1.589977E-5
				6)	_pun	6936	270	8.517734E-6
			3)	_pä	0	0	0.0
				1)	_pää	147	20719	6.536257E-4
				2)	_päi	1582	3177	1.0022534E-4
				3)	_pät	4975	542	1.7098562E-5
			4)	_pe	0	0	0.0
				1)	_per	155	20251	6.388616E-4
				2)	_pel	1455	3632	1.145793E-4
				3)	_pet	3716	939	2.9622786E-5
				4)	_pei	7438	230	7.255848E-6
			5)	_pi	0	0	0.0
				1)	_pit	271	13934	4.3957817E-4
				2)	_pid	894	5706	1.8000811E-4
				3)	_pie	1926	2480	7.823697E-5
				4)	_pik	3228	1168	3.6847086E-5
				5)	_pii	3347	1107	3.492271E-5
				6)	_pia	3683	951	3.0001353E-5
				7)	_pil	4732	599	1.8896751E-5
			6)	_po	0	0	0.0
				1)	_pol	414	10549	3.3279104E-4
				2)	_poi	1302	4047	1.2767137E-4
				3)	_poh	1773	2793	8.811123E-5
				4)	_pon	3087	1272	4.012799E-5
				5)	_pos	5275	485	1.5300375E-5
				6)	_por	5800	397	1.2524224E-5
				7)	_pom	7517	224	7.0665646E-6
			7)	_py	0	0	0.0
				1)	_pyy	1087	4764	1.5029068E-4
				2)	_pyr	1411	3731	1.1770247E-4
				3)	_pys	1530	3343	1.0546217E-4
			8)	_pr	0	0	0.0
				1)	_pro	1088	4758	1.501014E-4
				2)	_pre	3663	958	3.0222183E-5
				3)	_pri	5558	436	1.3754563E-5
			9)	_pö	0	0	0.0
				1)	_pöy	3471	1037	3.2714408E-5
			10)	_pk	0	0	0.0
				1)	_pky	7220	245	7.729055E-6
		11)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_hal	93	25830	8.1486325E-4
				2)	_har	1469	3582	1.1300194E-4
				3)	_han	1980	2382	7.514534E-5
				4)	_haa	3012	1325	4.179999E-5
				5)	_hai	4272	725	2.2871693E-5
				6)	_hak	4333	708	2.233539E-5
				7)	_hav	4346	705	2.224075E-5
				8)	_haj	5052	526	1.6593807E-5
			2)	_hy	0	0	0.0
				1)	_hyv	97	25226	7.9580874E-4
				2)	_hyö	1520	3391	1.0697643E-4
				3)	_hyl	3805	898	2.8329352E-5
			3)	_hu	0	0	0.0
				1)	_huo	202	16914	5.335887E-4
				2)	_hui	2542	1698	5.3567084E-5
				3)	_huu	4488	664	2.0947316E-5
				4)	_hum	4620	627	1.9780071E-5
				5)	_huh	6187	348	1.0978413E-5
			4)	_hä	0	0	0.0
				1)	_hän	612	8111	2.5587904E-4
				2)	_häv	4940	551	1.7382486E-5
				3)	_häm	5227	494	1.5584299E-5
				4)	_hät	5436	458	1.4448601E-5
				5)	_häi	5697	412	1.2997431E-5
				6)	_häp	6723	290	9.148677E-6
			5)	_he	0	0	0.0
				1)	_hei	750	6691	2.1108206E-4
				2)	_hen	1309	4029	1.2710351E-4
				3)	_he_	1592	3159	9.965749E-5
				4)	_het	1726	2883	9.0950474E-5
				5)	_hel	2423	1814	5.7226556E-5
				6)	_her	2908	1396	4.403984E-5
				7)	_hed	6742	288	9.085583E-6
			6)	_ho	0	0	0.0
				1)	_hoi	2672	1572	4.959214E-5
				2)	_hor	6654	296	9.33796E-6
				3)	_hou	7761	207	6.530263E-6
			7)	_hi	0	0	0.0
				1)	_hie	2833	1439	4.539637E-5
				2)	_hin	3107	1257	3.9654784E-5
				3)	_his	4048	807	2.5458561E-5
				4)	_hil	4332	708	2.233539E-5
				5)	_hir	6985	265	8.359998E-6
				6)	_hii	7062	259	8.170716E-6
				7)	_hit	7215	246	7.760602E-6
				8)	_hid	7724	209	6.5933573E-6
		12)	_a	0	0	0.0
			1)	_as	0	0	0.0
				1)	_asi	120	22543	7.111677E-4
				2)	_ase	605	8159	2.5739332E-4
				3)	_ast	2924	1385	4.369282E-5
				4)	_asu	3108	1257	3.9654784E-5
				5)	_ask	3684	951	3.0001353E-5
				6)	_ass	6504	312	9.842715E-6
			2)	_ar	0	0	0.0
				1)	_arv	122	22240	7.016089E-4
				2)	_art	2019	2314	7.3000134E-5
				3)	_ark	5070	523	1.6499167E-5
				4)	_arm	6188	348	1.0978413E-5
			3)	_ai	0	0	0.0
				1)	_aik	379	11254	3.5503178E-4
				2)	_ain	663	7601	2.3979E-4
				3)	_aih	852	5892	1.8587589E-4
				4)	_aiv	1817	2707	8.539817E-5
				5)	_aio	3073	1281	4.0411916E-5
				6)	_aie	3424	1060	3.3439992E-5
				7)	_aid	6229	344	1.08522245E-5
			4)	_al	0	0	0.0
				1)	_alu	436	10328	3.258191E-4
				2)	_alo	1025	5022	1.5842986E-4
				3)	_ala	1275	4132	1.3035288E-4
				4)	_alk	1654	3042	9.596647E-5
				5)	_all	2934	1378	4.347199E-5
				6)	_ale	4629	624	1.968543E-5
				7)	_ali	4679	613	1.9338411E-5
				8)	_alh	6280	337	1.0631394E-5
				9)	_alb	7221	245	7.729055E-6
				10)	_alt	7634	215	6.78264E-6
			5)	_an	0	0	0.0
				1)	_ant	731	6871	2.1676056E-4
				2)	_ann	1507	3443	1.08616885E-4
				3)	_ans	2782	1480	4.6689802E-5
				4)	_ana	4811	581	1.8328901E-5
				5)	_ank	5943	377	1.189328E-5
			6)	_aj	0	0	0.0
				1)	_aja	903	5627	1.7751589E-4
				2)	_ajo	4334	708	2.233539E-5
			7)	_av	0	0	0.0
				1)	_avu	1398	3776	1.1912209E-4
				2)	_avo	1913	2506	7.9057194E-5
				3)	_ava	3242	1161	3.6626257E-5
			8)	_au	0	0	0.0
				1)	_aut	1950	2434	7.678579E-5
				2)	_auk	7851	201	6.34098E-6
			9)	_am	0	0	0.0
				1)	_amm	3163	1217	3.8392896E-5
				2)	_ame	5789	398	1.2555771E-5
			10)	_ap	0	0	0.0
				1)	_apu	3621	977	3.082158E-5
			11)	_ak	0	0	0.0
				1)	_akt	3878	870	2.7446033E-5
			12)	_aa	0	0	0.0
				1)	_aam	5549	438	1.3817657E-5
		13)	_n	0	0	0.0
			1)	_ni	0	0	0.0
				1)	_nii	124	22047	6.955203E-4
				2)	_nim	1190	4398	1.3874442E-4
			2)	_ne	0	0	0.0
				1)	_neu	319	12599	3.9746272E-4
				2)	_ne_	689	7265	2.2919015E-4
				3)	_nel	3176	1210	3.8172067E-5
			3)	_nä	0	0	0.0
				1)	_näi	347	11856	3.7402316E-4
				2)	_näk	1279	4128	1.3022669E-4
				3)	_näm	1422	3706	1.1691379E-4
				4)	_näh	2653	1586	5.0033803E-5
				5)	_näy	2664	1580	4.984452E-5
				6)	_näe	4897	559	1.7634864E-5
				7)	_näl	7814	204	6.4356213E-6
			4)	_ny	0	0	0.0
				1)	_nyt	643	7776	2.4531074E-4
				2)	_nyk	1176	4437	1.3997477E-4
			5)	_no	0	0	0.0
				1)	_nou	1573	3219	1.0155032E-4
				2)	_nop	1890	2561	8.0792284E-5
				3)	_noi	3241	1161	3.6626257E-5
				4)	_nos	4234	734	2.3155619E-5
				5)	_nor	4605	631	1.990626E-5
				6)	_noj	5489	449	1.4164676E-5
			6)	_na	0	0	0.0
				1)	_nai	1713	2911	9.183379E-5
				2)	_nau	3639	970	3.060075E-5
				3)	_naa	6062	364	1.1483167E-5
			7)	_nu	0	0	0.0
				1)	_nuo	2742	1508	4.757312E-5
			8)	_nr	0	0	0.0
				1)	_nro	4846	571	1.801343E-5
		14)	_l	0	0	0.0
			1)	_li	0	0	0.0
				1)	_lii	255	14796	4.6677183E-4
				2)	_lis	459	10045	3.1689127E-4
				3)	_lin	4504	660	2.0821128E-5
				4)	_lie	4916	555	1.7508675E-5
				5)	_lib	5140	507	1.5994412E-5
				6)	_lih	5889	384	1.2114111E-5
			2)	_la	0	0	0.0
				1)	_laa	395	10937	3.4503132E-4
				2)	_lai	623	7982	2.5180946E-4
				3)	_las	2213	2063	6.50818E-5
				4)	_lau	2468	1771	5.5870027E-5
				5)	_lak	2940	1375	4.337735E-5
				6)	_lap	2982	1342	4.2336294E-5
				7)	_lan	7169	250	7.886791E-6
				8)	_lah	7245	244	7.6975075E-6
			3)	_lu	0	0	0.0
				1)	_luo	543	8977	2.831989E-4
				2)	_luk	2204	2075	6.5460365E-5
				3)	_lue	3426	1059	3.3408447E-5
				4)	_luv	3553	1009	3.183109E-5
				5)	_luu	3644	968	3.0537652E-5
				6)	_lup	4183	754	2.378656E-5
				7)	_luj	5120	512	1.6152148E-5
			4)	_lo	0	0	0.0
				1)	_lop	690	7245	2.285592E-4
				2)	_lou	4403	691	2.179909E-5
				3)	_lok	6488	314	9.90581E-6
				4)	_loi	6571	305	9.621885E-6
			5)	_lä	0	0	0.0
				1)	_läh	708	7124	2.2474199E-4
