Portuguese	3	233956381	4347
			10)	ono	983	44327	1.3590798E-4
			11)	onv	1048	39653	1.21577345E-4
			12)	oni	1226	28852	8.8461136E-5
			13)	onj	1263	27015	8.282884E-5
			14)	one	1401	21327	6.538925E-5
			15)	oná	1945	8168	2.5043344E-5
			16)	oní	2131	5914	1.813251E-5
			17)	onu	2243	4823	1.478747E-5
			18)	onr	2518	3065	9.397387E-6
			19)	onq	2724	2181	6.687015E-6
			20)	on_	2799	1961	6.0124876E-6
			21)	onn	2846	1831	5.613904E-6
			22)	onâ	3300	896	2.7471642E-6
			23)	onz	3531	641	1.9653262E-6
			24)	oné	3883	371	1.1374976E-6
			25)	onê	4227	234	7.1745137E-7
			26)	onl	4269	218	6.683949E-7
		4)	om	0	0	0.0
			1)	om_	107	394462	0.0012094328
			2)	omo	156	295964	9.074349E-4
			3)	ome	262	188262	5.772172E-4
			4)	omp	340	153732	4.7134716E-4
			5)	omu	505	101930	3.125206E-4
			6)	omi	592	85140	2.6104192E-4
			7)	oma	941	47104	1.4442235E-4
			8)	omí	1111	35618	1.0920591E-4
			9)	omb	1198	30625	9.3897215E-5
			10)	omé	1528	17438	5.3465457E-5
			11)	omó	2169	5455	1.6725202E-5
			12)	omá	2329	4139	1.2690304E-5
		5)	ou	0	0	0.0
			1)	ou_	175	269456	8.261606E-4
			2)	out	455	114256	3.5031248E-4
			3)	ouc	1280	26200	8.033002E-5
			4)	ouv	1321	24615	7.5470365E-5
			5)	ous	1826	10316	3.162918E-5
			6)	our	2281	4517	1.3849264E-5
			7)	oup	2348	3998	1.2257994E-5
			8)	oub	2713	2236	6.8556465E-6
			9)	oun	3038	1354	4.1514068E-6
			10)	oux	3057	1310	4.0165014E-6
			11)	oum	3354	825	2.529476E-6
			12)	ouç	3651	530	1.6249967E-6
			13)	oul	3652	530	1.6249967E-6
			14)	ouo	3716	485	1.4870252E-6
			15)	oua	4240	230	7.0518723E-7
		6)	ob	0	0	0.0
			1)	obr	189	252103	7.729557E-4
			2)	obj	755	63529	1.9478191E-4
			3)	obl	770	62230	1.9079914E-4
			4)	obs	1224	28925	8.868496E-5
			5)	oba	1364	22891	7.018453E-5
			6)	obt	1586	15590	4.779943E-5
			7)	ob_	1753	11585	3.5519974E-5
			8)	obi	1833	10112	3.100371E-5
			9)	obe	1874	9337	2.8627535E-5
			10)	obv	2063	6650	2.0389109E-5
			11)	obo	3364	816	2.5018817E-6
			12)	obb	3602	569	1.7445719E-6
			13)	obu	3918	356	1.0915072E-6
		7)	od	0	0	0.0
			1)	ode	229	212871	6.526692E-4
			2)	odo	271	184372	5.6529033E-4
			3)	odu	593	84730	2.5978484E-4
			4)	oda	678	73118	2.2418209E-4
			5)	odi	1581	15721	4.820108E-5
			6)	odí	3564	603	1.848817E-6
			7)	odã	3720	484	1.4839592E-6
			8)	odk	4285	213	6.530647E-7
		8)	op	0	0	0.0
			1)	opo	311	161037	4.937445E-4
			2)	ope	312	160966	4.935268E-4
			3)	opt	1202	30364	9.3096976E-5
			4)	opi	1219	29119	8.927977E-5
			5)	opu	1343	23789	7.293782E-5
			6)	opç	1650	13845	4.2449206E-5
			7)	opr	1803	10792	3.308861E-5
			8)	opõ	1951	8114	2.487778E-5
			9)	opó	2061	6669	2.0447364E-5
			10)	opa	2260	4666	1.43061025E-5
			11)	opô	2673	2378	7.291023E-6
			12)	opí	3756	459	1.4073084E-6
		9)	ol	0	0	0.0
			1)	olí	341	152278	4.6688915E-4
			2)	olv	477	109428	3.3550969E-4
			3)	olu	551	92081	2.8232325E-4
			4)	olo	687	71916	2.2049672E-4
			5)	ola	785	60281	1.8482344E-4
			6)	ole	882	51876	1.5905345E-4
			7)	oli	988	43808	1.3431671E-4
			8)	olh	1176	31662	9.7076685E-5
			9)	olt	1632	14349	4.3994485E-5
			10)	oló	1726	12236	3.751596E-5
			11)	olê	1846	9884	3.0304655E-5
			12)	ol_	1938	8273	2.5365278E-5
			13)	old	2417	3582	1.0982525E-5
			14)	ols	2543	2919	8.949746E-6
			15)	olp	3159	1121	3.4370212E-6
			16)	olé	3191	1049	3.216267E-6
			17)	olm	3219	1002	3.0721635E-6
			18)	olá	3395	780	2.3915045E-6
			19)	olf	4123	265	8.1249834E-7
			20)	olg	4321	205	6.2853644E-7
		10)	oc	0	0	0.0
			1)	oci	415	124098	3.8048837E-4
			2)	oce	628	80768	2.4763722E-4
			3)	oca	659	76102	2.3333113E-4
			4)	ocu	697	70672	2.1668257E-4
			5)	ocr	965	45244	1.3871952E-4
			6)	oco	1458	19417	5.9533133E-5
			7)	ocí	2939	1586	4.8627257E-6
			8)	ocl	3051	1320	4.0471614E-6
			9)	och	3248	966	2.9617863E-6
			10)	ocê	3455	714	2.1891465E-6
			11)	ocá	3508	657	2.0143827E-6
			12)	oc_	3587	584	1.7905624E-6
			13)	oct	3821	420	1.2877332E-6
			14)	ock	3862	386	1.1834882E-6
			15)	océ	3939	346	1.0608469E-6
		11)	oi	0	0	0.0
			1)	ois	507	100109	3.0693735E-4
			2)	oi_	564	89951	2.7579258E-4
			3)	oio	978	44428	1.3621764E-4
			4)	oia	1175	31701	9.7196265E-5
			5)	oib	1898	8952	2.7447113E-5
			6)	oit	1976	7708	2.363297E-5
			7)	oie	2473	3315	1.0163894E-5
			8)	oin	2725	2181	6.687015E-6
			9)	oiá	3083	1252	3.8386715E-6
			10)	oim	3594	578	1.7721662E-6
			11)	oic	3759	458	1.4042424E-6
			12)	oiç	4055	288	8.8301704E-7
			13)	oil	4099	274	8.4009264E-7
		12)	ov	0	0	0.0
			1)	ova	518	98453	3.0185998E-4
			2)	ove	683	72107	2.2108233E-4
			3)	ovo	695	70780	2.170137E-4
			4)	ovi	1291	25823	7.917413E-5
			5)	ová	1972	7747	2.3752546E-5
			6)	ové	3105	1220	3.7405584E-6
			7)	oví	3451	717	2.1983446E-6
			8)	ovê	3662	520	1.5943364E-6
		13)	ot	0	0	0.0
			1)	ota	550	92205	2.8270343E-4
			2)	ote	657	76786	2.3542829E-4
			3)	oto	1377	22437	6.879255E-5
			4)	oti	1378	22331	6.846755E-5
			5)	otá	2225	4928	1.5109403E-5
			6)	otu	2438	3477	1.0660591E-5
			7)	otí	2589	2733	8.379464E-6
			8)	otê	2639	2487	7.6252204E-6
			9)	otó	3723	479	1.4686291E-6
			10)	otr	3726	478	1.4655631E-6
			11)	oté	3779	444	1.3613179E-6
		14)	oj	0	0	0.0
			1)	oje	673	74189	2.274658E-4
			2)	oja	2843	1839	5.638432E-6
		15)	og	0	0	0.0
			1)	ogr	706	69901	2.1431866E-4
			2)	ogo	1276	26275	8.055998E-5
			3)	ogi	1538	17032	5.2220646E-5
			4)	oga	1570	15938	4.8866408E-5
			5)	oge	2959	1537	4.7124904E-6
			6)	ogé	3160	1119	3.4308891E-6
			7)	ogu	3496	669	2.051175E-6
			8)	ogí	3541	625	1.9162696E-6
			9)	ogm	3573	596	1.8273547E-6
			10)	ogá	3831	409	1.2540069E-6
			11)	ogâ	4002	314	9.627339E-7
			12)	ogn	4306	209	6.408006E-7
		16)	oa	0	0	0.0
			1)	oas	863	53236	1.6322325E-4
			2)	oa_	1498	18258	5.5979603E-5
			3)	oal	1705	12665	3.8831287E-5
			4)	oad	2493	3182	9.756112E-6
			5)	oai	2635	2513	7.704937E-6
			6)	oam	2785	2017	6.1841856E-6
			7)	oac	2902	1689	5.1785273E-6
			8)	oar	2967	1515	4.6450377E-6
			9)	oat	3448	722	2.2136746E-6
			10)	oan	3599	572	1.75377E-6
			11)	oaç	3773	447	1.3705161E-6
			12)	oav	3807	425	1.3030634E-6
		17)	oo	0	0	0.0
			1)	oop	1100	35981	1.1031888E-4
			2)	oor	1696	12870	3.9459825E-5
			3)	oo_	2372	3854	1.1816485E-5
			4)	oos	2629	2560	7.84904E-6
			5)	ool	2800	1960	6.0094217E-6
			6)	oob	4148	256	7.8490405E-7
			7)	oot	4315	207	6.3466854E-7
		18)	of	0	0	0.0
			1)	ofe	1365	22856	7.0077214E-5
			2)	ofi	1514	17963	5.5075125E-5
			3)	ofu	1669	13376	4.1011237E-5
			4)	ofr	1862	9661	2.962093E-5
			5)	ofo	2943	1582	4.8504617E-6
			6)	of_	3538	628	1.9254678E-6
			7)	oft	3757	459	1.4073084E-6
			8)	ofí	3848	401	1.2294786E-6
			9)	ofa	3884	371	1.1374976E-6
			10)	off	4144	257	7.8797007E-7
		19)	oç	0	0	0.0
			1)	oçã	1773	11207	3.4361015E-5
			2)	oço	3270	930	2.8514091E-6
			3)	oça	3637	536	1.6433928E-6
			4)	oçõ	3665	519	1.5912703E-6
		20)	oe	0	0	0.0
			1)	oen	1800	10807	3.3134602E-5
			2)	oes	1807	10716	3.2855594E-5
			3)	oer	1937	8282	2.5392872E-5
			4)	oed	2089	6319	1.9374253E-5
			5)	oec	2541	2924	8.965076E-6
			6)	oem	3071	1276	3.912256E-6
			7)	oex	3187	1065	3.2653236E-6
			8)	oei	3493	670	2.0542411E-6
			9)	oel	3860	388	1.1896202E-6
			10)	oef	4068	284	8.7075296E-7
			11)	oet	4093	276	8.462247E-7
		21)	oq	0	0	0.0
			1)	oqu	1883	9215	2.825348E-5
		22)	ox	0	0	0.0
			1)	oxi	1936	8290	2.5417401E-5
			2)	oxa	3424	753	2.3087216E-6
			3)	oxo	3820	420	1.2877332E-6
		23)	oz	0	0	0.0
			1)	oz_	2289	4445	1.362851E-5
			2)	ozi	2349	3978	1.2196673E-5
			3)	oze	2717	2224	6.8188538E-6
			4)	oza	2958	1537	4.7124904E-6
			5)	ozo	3653	529	1.6219307E-6
		24)	oá	0	0	0.0
			1)	oáv	2431	3505	1.074644E-5
			2)	oá_	4329	203	6.224044E-7
		25)	o”	0	0	0.0
			1)	o”_	2663	2400	7.3584756E-6
		26)	oí	0	0	0.0
			1)	oíb	3272	928	2.845277E-6
			2)	oís	3550	617	1.8917414E-6
		27)	oó	0	0	0.0
			1)	oól	3691	501	1.5360818E-6
		28)	ow	0	0	0.0
			1)	ow_	4044	292	8.952812E-7
		29)	o 	0	0	0.0
			1)	o _	4098	274	8.4009264E-7
	2)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	2	3596097	0.011025746
			2)	_do	24	1231968	0.0037772527
			3)	_da	27	1187655	0.0036413877
			4)	_di	65	606128	0.0018584075
			5)	_du	805	58649	1.7981968E-4
			6)	_dú	1638	14207	4.355911E-5
			7)	_dé	1909	8811	2.7014803E-5
			8)	_dr	1923	8538	2.6177777E-5
			9)	_dá	2141	5774	1.7703265E-5
			10)	_dí	2404	3668	1.1246203E-5
			11)	_dê	2414	3601	1.1040779E-5
			12)	_dó	2731	2177	6.6747502E-6
			13)	_dã	2810	1933	5.926639E-6
		2)	_a	0	0	0.0
			1)	_a_	6	2175152	0.0066690845
			2)	_as	60	644757	0.0019768453
			3)	_ap	111	379033	0.0011621271
			4)	_ac	116	368851	0.0011309087
			5)	_ao	117	368124	0.0011286797
			6)	_al	136	326926	0.0010023654
			7)	_an	257	191786	5.880219E-4
			8)	_at	329	158307	4.8537424E-4
			9)	_ag	357	145352	4.456538E-4
			10)	_ad	411	125137	3.8367396E-4
			11)	_ab	488	106581	3.267807E-4
			12)	_au	497	105348	3.2300028E-4
			13)	_am	543	93348	2.862079E-4
			14)	_aq	680	72754	2.2306605E-4
			15)	_ai	727	66865	2.0501019E-4
			16)	_ar	791	59858	1.8352651E-4
			17)	_af	841	55641	1.7059705E-4
			18)	_av	960	45476	1.3943085E-4
			19)	_aj	981	44402	1.3613793E-4
			20)	_aé	2013	7306	2.2400425E-5
			21)	_aí	2204	5099	1.5633694E-5
			22)	_ae	2322	4177	1.2806813E-5
			23)	_az	2662	2408	7.383004E-6
			24)	_aç	2671	2385	7.312485E-6
		3)	_c	0	0	0.0
			1)	_co	7	2163767	0.0066341776
			2)	_ca	158	291033	8.9231634E-4
			3)	_cr	263	188174	5.769474E-4
			4)	_ci	403	127021	3.8945038E-4
			5)	_cu	508	100096	3.0689748E-4
			6)	_ce	557	91312	2.7996546E-4
			7)	_cl	633	79709	2.443903E-4
			8)	_ch	764	62832	1.9264489E-4
			9)	_cé	2415	3600	1.1037713E-5
			10)	_có	2448	3445	1.0562479E-5
			11)	_cí	2456	3389	1.03907805E-5
			12)	_câ	2649	2444	7.493381E-6
			13)	_cá	2755	2111	6.472392E-6
			14)	_cú	3521	648	1.9867884E-6
			15)	_cs	3532	641	1.9653262E-6
			16)	_cô	3596	574	1.759902E-6
			17)	_cã	3952	341	1.0455167E-6
			18)	_cê	4102	273	8.3702656E-7
		4)	_q	0	0	0.0
			1)	_qu	8	2154442	0.006605587
		5)	_s	0	0	0.0
			1)	_se	15	1460197	0.00447701
			2)	_so	113	372589	0.0011423696
			3)	_su	141	320413	9.823963E-4
			4)	_si	192	244985	7.5113174E-4
			5)	_sa	361	143986	4.414656E-4
			6)	_sã	491	106365	3.2611843E-4
			7)	_só	914	49112	1.5057894E-4
			8)	_sé	1399	21365	6.550576E-5
			9)	_sí	2359	3898	1.1951391E-5
			10)	_st	3074	1267	3.884662E-6
			11)	_sk	3363	818	2.5080137E-6
			12)	_sv	3443	727	2.2290048E-6
			13)	_sá	3559	606	1.858015E-6
			14)	_sê	3582	589	1.8058926E-6
			15)	_sl	3641	535	1.6403268E-6
			16)	_sc	3730	475	1.4563649E-6
			17)	_sh	3895	367	1.1252336E-6
			18)	_sú	3920	356	1.0915072E-6
			19)	_sp	4122	266	8.1556436E-7
		6)	_r	0	0	0.0
			1)	_re	18	1352755	0.004147589
			2)	_ra	654	77318	2.3705942E-4
			3)	_ri	1077	37623	1.153533E-4
			4)	_ru	1455	19468	5.96895E-5
			5)	_ro	1461	19288	5.9137616E-5
			6)	_rá	1924	8528	2.6147116E-5
			7)	_ró	3033	1367	4.191265E-6
			8)	_rí	3163	1115	3.418625E-6
			9)	_ré	4015	309	9.474037E-7
		7)	_e	0	0	0.0
			1)	_e_	19	1346457	0.0041282796
			2)	_es	32	1093120	0.0033515403
			3)	_em	45	784332	0.0024047866
			4)	_en	108	382493	0.0011727356
			5)	_ex	126	346797	0.0010632905
			6)	_eu	302	164685	5.049294E-4
			7)	_el	386	132779	4.0710458E-4
			8)	_ef	590	85224	2.6129946E-4
			9)	_ec	619	81580	2.5012685E-4
			10)	_ev	859	53522	1.6410013E-4
			11)	_er	1165	32658	1.00130455E-4
			12)	_eq	1298	25612	7.85272E-5
			13)	_ed	1644	14008	4.294897E-5
			14)	_et	1996	7453	2.2851133E-5
			15)	_ei	2406	3658	1.1215543E-5
			16)	_ep	2870	1775	5.4422057E-6
			17)	_eg	3199	1033	3.1672105E-6
			18)	_eo	3572	597	1.8304207E-6
			19)	_eó	3917	357	1.0945732E-6
		8)	_o	0	0	0.0
			1)	_o_	23	1239794	0.0038012473
			2)	_os	74	581377	0.0017825202
			3)	_ou	209	228868	7.0171646E-4
			4)	_ob	347	149485	4.5832573E-4
			5)	_or	371	137249	4.2080975E-4
			6)	_op	538	93695	2.872718E-4
			7)	_on	1207	30034	9.208519E-5
			8)	_oc	1264	26874	8.239653E-5
			9)	_of	1504	18162	5.5685265E-5
			10)	_ol	1942	8230	2.523344E-5
			11)	_oi	2556	2868	8.793379E-6
			12)	_ov	3012	1411	4.3261703E-6
			13)	_om	3043	1340	4.1084822E-6
			14)	_oz	3751	462	1.4165065E-6
			15)	_od	4032	298	9.1367735E-7
			16)	_ox	4190	246	7.5424373E-7
		9)	_p	0	0	0.0
			1)	_pr	26	1201944	0.003685198
			2)	_po	29	1155148	0.00354172
			3)	_pa	31	1111619	0.0034082588
			4)	_pe	56	676534	0.0020742745
			5)	_pl	896	50603	1.551504E-4
			6)	_pú	1093	36561	1.1209718E-4
			7)	_pu	1334	24059	7.376565E-5
			8)	_pô	1690	12909	3.95794E-5
			9)	_pi	1711	12564	3.852162E-5
			10)	_põ	2638	2496	7.652815E-6
			11)	_pó	2696	2304	7.0641363E-6
			12)	_pá	2722	2187	6.7054107E-6
			13)	_pé	2743	2138	6.5551753E-6
			14)	_ps	3014	1405	4.3077744E-6
			15)	_pn	3817	421	1.2907992E-6
			16)	_pâ	3843	405	1.2417428E-6
			17)	_pã	4288	213	6.530647E-7
		10)	_u	0	0	0.0
			1)	_um	36	965338	0.0029597566
			2)	_ut	980	44410	1.3616246E-4
			3)	_un	1135	34306	1.0518327E-4
			4)	_us	1618	14784	4.532821E-5
			5)	_ur	1623	14612	4.480085E-5
			6)	_ul	1905	8839	2.7100652E-5
			7)	_uc	3366	814	2.4957496E-6
		11)	_n	0	0	0.0
			1)	_no	38	892030	0.002734992
			2)	_na	89	481096	0.0014750555
			3)	_nã	93	475738	0.0014586276
			4)	_ne	140	321244	9.849442E-4
			5)	_nu	581	87442	2.6809992E-4
			6)	_ní	860	53478	1.6396523E-4
			7)	_nó	1010	42095	1.2906459E-4
			8)	_nú	1299	25595	7.8475074E-5
			9)	_n_	1596	15305	4.6925612E-5
			10)	_ni	1868	9505	2.914263E-5
			11)	_ns	2909	1674	5.1325364E-6
			12)	_nl	3069	1284	3.936784E-6
			13)	_n°	4224	235	7.205174E-7
		12)	_i	0	0	0.0
			1)	_in	52	712673	0.0021850779
			2)	_im	198	242584	7.4377016E-4
			3)	_is	391	131191	4.0223575E-4
			4)	_ir	857	53607	1.6436075E-4
			5)	_ig	917	48908	1.4995347E-4
			6)	_id	1080	37544	1.15111085E-4
			7)	_il	1590	15458	4.7394715E-5
			8)	_it	2067	6600	2.0235808E-5
			9)	_ia	3436	738	2.2627312E-6
			10)	_i_	3506	660	2.0235807E-6
			11)	_ie	4252	227	6.959891E-7
		13)	_m	0	0	0.0
			1)	_ma	64	611967	0.0018763101
			2)	_me	86	497366	0.0015249398
			3)	_mu	181	260408	7.984191E-4
			4)	_mo	274	181757	5.572727E-4
			5)	_mi	372	137150	4.205062E-4
			6)	_mé	1351	23414	7.178806E-5
			7)	_má	1744	11791	3.6151578E-5
			8)	_mí	1884	9206	2.8225886E-5
			9)	_mã	1985	7637	2.3415283E-5
			10)	_mú	2166	5474	1.6783457E-5
			11)	_mê	2241	4827	1.4799733E-5
			12)	_mó	3162	1117	3.424757E-6
		14)	_t	0	0	0.0
			1)	_te	73	587205	0.001800389
			2)	_tr	129	336073	0.0010304104
			3)	_to	153	301584	9.24666E-4
			4)	_ta	162	281286	8.624317E-4
			5)	_ti	765	62820	1.926081E-4
			6)	_tê	987	43898	1.3459264E-4
			7)	_tu	1089	36670	1.1243137E-4
			8)	_tã	1366	22853	7.006802E-5
			9)	_té	1769	11258	3.4517383E-5
			10)	_tí	2003	7373	2.260585E-5
			11)	_tó	2645	2462	7.5485696E-6
			12)	_th	3267	941	2.8851357E-6
			13)	_tú	3348	829	2.54174E-6
			14)	_tá	3360	822	2.5202778E-6
			15)	_ts	4033	297	9.1061133E-7
		15)	_é	0	0	0.0
			1)	_é_	88	481325	0.0014757576
			2)	_ét	2247	4811	1.4750677E-5
			3)	_ép	2925	1635	5.0129615E-6
			4)	_ég	3834	409	1.2540069E-6
		16)	_f	0	0	0.0
			1)	_fo	132	328084	0.0010059158
			2)	_fa	135	327030	0.0010026842
			3)	_fi	246	199995	6.1319093E-4
			4)	_fu	368	138012	4.2314912E-4
			5)	_fr	703	70341	2.1566772E-4
			6)	_fe	733	65895	2.0203614E-4
			7)	_fl	1489	18495	5.6706253E-5
			8)	_fá	1991	7569	2.3206792E-5
			9)	_fó	2441	3467	1.0629931E-5
			10)	_fé	2697	2301	7.0549386E-6
			11)	_fí	2806	1941	5.951167E-6
			12)	_fê	3944	344	1.0547149E-6
			13)	_fô	3992	319	9.78064E-7
			14)	_ft	4343	201	6.162723E-7
		17)	_à	0	0	0.0
			1)	_à_	157	291434	8.935458E-4
			2)	_às	601	83413	2.5574688E-4
			3)	_àq	2464	3366	1.0320262E-5
		18)	_v	0	0	0.0
			1)	_ve	231	212623	6.519088E-4
			2)	_vi	238	208412	6.3899776E-4
			3)	_vo	417	123046	3.772629E-4
			4)	_va	645	78637	2.4110351E-4
			5)	_vá	1350	23422	7.181259E-5
			6)	_ví	1761	11370	3.486078E-5
			7)	_vã	1891	9070	2.7808905E-5
			8)	_vê	2259	4676	1.4336763E-5
			9)	_vu	2412	3631	1.113276E-5
			10)	_vó	2712	2237	6.8587124E-6
			11)	_vé	3330	860	2.636787E-6
			12)	_v_	3804	427	1.3091955E-6
		19)	_g	0	0	0.0
			1)	_gr	390	131724	4.0386993E-4
			2)	_go	466	112413	3.446618E-4
			3)	_ge	714	68664	2.1052598E-4
			4)	_ga	815	57635	1.7671072E-4
			5)	_gl	1396	21494	6.590128E-5
			6)	_gu	1699	12771	3.9156286E-5
			7)	_gé	2179	5371	1.6467655E-5
			8)	_gá	2393	3749	1.14945515E-5
			9)	_gi	2994	1443	4.4242834E-6
		20)	_l	0	0	0.0
			1)	_li	400	128835	3.9501218E-4
			2)	_le	405	126566	3.8805534E-4
			3)	_lu	612	82619	2.5331246E-4
			4)	_la	773	61923	1.8985786E-4
			5)	_lo	812	57862	1.774067E-4
			6)	_lh	1335	24013	7.3624615E-5
			7)	_lí	1738	11922	3.655323E-5
			8)	_lá	2395	3744	1.1479222E-5
			9)	_ló	2396	3739	1.14638915E-5
			10)	_lê	3760	458	1.4042424E-6
			11)	_lt	3778	445	1.364384E-6
			12)	_lú	4342	201	6.162723E-7
		21)	_b	0	0	0.0
			1)	_ba	536	94073	2.8843078E-4
			2)	_be	574	88438	2.711537E-4
			3)	_bo	951	45869	1.4063579E-4
			4)	_br	1297	25613	7.853026E-5
			5)	_bi	1564	16121	4.9427494E-5
			6)	_bu	1971	7758	2.3786271E-5
			7)	_bá	2271	4603	1.4112943E-5
			8)	_bl	2294	4414	1.3533463E-5
			9)	_b_	3045	1330	4.077822E-6
			10)	_bú	3486	674	2.0665052E-6
			11)	_bg	3963	333	1.0209885E-6
			12)	_bó	4173	252	7.726399E-7
		22)	_h	0	0	0.0
			1)	_ho	584	86659	2.6569923E-4
			2)	_há	661	75662	2.3198208E-4
			3)	_hu	934	47659	1.4612399E-4
			4)	_ha	936	47552	1.4579593E-4
			5)	_hi	1473	18805	5.765672E-5
			6)	_he	2014	7277	2.2311511E-5
			7)	_hú	2619	2586	7.928757E-6
			8)	_hí	3494	670	2.0542411E-6
			9)	_hã	4065	286	8.76885E-7
		23)	_j	0	0	0.0
			1)	_ju	596	84257	2.5833462E-4
			2)	_já	647	78549	2.408337E-4
			3)	_jo	1433	20196	6.192157E-5
			4)	_ja	2571	2804	8.597152E-6
			5)	_je	4064	287	8.79951E-7
		24)	_ú	0	0	0.0
			1)	_úl	1021	41286	1.2658417E-4
			2)	_ún	1322	24599	7.542131E-5
			3)	_út	2112	6111	1.8736519E-5
		25)	_ 	0	0	0.0
			1)	_  	1179	31603	9.689579E-5
		26)	_â	0	0	0.0
			1)	_âm	1346	23593	7.233688E-5
			2)	_ân	3663	520	1.5943364E-6
		27)	_á	0	0	0.0
			1)	_ár	1385	21944	6.728099E-5
			2)	_ág	1844	9915	3.0399702E-5
			3)	_ál	2890	1718	5.2674422E-6
		28)	_z	0	0	0.0
			1)	_zo	1583	15662	4.8020185E-5
			2)	_ze	2512	3094	9.486302E-6
			3)	_zu	3958	335	1.0271206E-6
		29)	_ê	0	0	0.0
			1)	_êx	1926	8487	2.602141E-5
			2)	_ên	2792	1994	6.1136666E-6
		30)	_ó	0	0	0.0
			1)	_ób	2159	5518	1.6918362E-5
			2)	_ór	2208	5078	1.5569307E-5
			3)	_óp	2692	2320	7.113193E-6
			4)	_ód	3369	809	2.4804194E-6
			5)	_ón	3528	645	1.9775903E-6
			6)	_ól	3727	477	1.462497E-6
		31)	_í	0	0	0.0
			1)	_ín	2745	2130	6.530647E-6
			2)	_ím	3709	491	1.5054214E-6
		32)	_x	0	0	0.0
			1)	_xe	3052	1320	4.0471614E-6
			2)	_xi	4331	203	6.224044E-7
		33)	_k	0	0	0.0
			1)	_km	3781	443	1.3582519E-6
			2)	_ko	4086	279	8.554228E-7
			3)	_kn	4347	200	6.132063E-7
		34)	_w	0	0	0.0
			1)	_we	3959	335	1.0271206E-6
	3)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	3	2997328	0.009189902
			2)	des	72	591654	0.0018140298
			3)	der	193	244294	7.490131E-4
			4)	dev	227	214210	6.567746E-4
			5)	dem	280	177255	5.434694E-4
			6)	dep	300	165880	5.085933E-4
			7)	dec	402	127035	3.894933E-4
			8)	den	412	124854	3.828063E-4
			9)	dei	689	71477	2.1915072E-4
			10)	deb	729	66682	2.0444911E-4
			11)	def	749	63873	1.9583663E-4
			12)	det	1079	37550	1.1512948E-4
			13)	del	1149	33503	1.0272125E-4
			14)	deq	1436	19969	6.122558E-5
			15)	deu	1735	12093	3.707752E-5
			16)	dez	1774	11175	3.4262903E-5
			17)	ded	2005	7355	2.2550661E-5
			18)	deç	2029	7057	2.1636984E-5
			19)	dea	2229	4892	1.4999026E-5
			20)	deo	2308	4276	1.3110351E-5
			21)	deg	2608	2681	8.22003E-6
			22)	de”	3914	359	1.1007053E-6
		2)	do	0	0	0.0
			1)	do_	11	1827751	0.005603942
			2)	dos	39	870605	0.0026693023
			3)	dor	434	117412	3.599889E-4
			4)	dom	1014	41947	1.2861082E-4
			5)	dop	1158	33109	1.0151324E-4
			6)	doi	1296	25662	7.8680496E-5
