Portuguese	3	24294426	2804
			7)	oma	900	5144	1.509347E-4
			8)	omí	1106	3803	1.1158722E-4
			9)	omb	1283	2675	7.848957E-5
			10)	omé	1678	1361	3.993432E-5
			11)	omá	2279	460	1.34972715E-5
			12)	omó	2397	382	1.1208604E-5
		5)	ou	0	0	0.0
			1)	ou_	175	28536	8.3730026E-4
			2)	out	432	12382	3.6331132E-4
			3)	ouc	1175	3241	9.509708E-5
			4)	ouv	1316	2568	7.5349984E-5
			5)	ous	1937	871	2.555679E-5
			6)	our	2211	523	1.5345811E-5
			7)	oup	2464	345	1.0122953E-5
			8)	oub	2649	259	7.5995504E-6
		6)	ob	0	0	0.0
			1)	obr	192	26434	7.756236E-4
			2)	obl	731	6868	2.0152013E-4
			3)	obj	742	6750	1.9805778E-4
			4)	obs	1194	3119	9.1517366E-5
			5)	oba	1420	2129	6.246889E-5
			6)	obt	1599	1550	4.5479934E-5
			7)	ob_	1705	1299	3.811512E-5
			8)	obi	1857	988	2.898979E-5
			9)	obe	1941	860	2.5234029E-5
			10)	obv	2079	679	1.9923145E-5
		7)	od	0	0	0.0
			1)	ode	225	22306	6.5450027E-4
			2)	odo	270	19176	5.6266016E-4
			3)	oda	642	8082	2.3714118E-4
			4)	odu	655	7968	2.337962E-4
			5)	odi	1507	1855	5.4429212E-5
		8)	op	0	0	0.0
			1)	opo	319	16563	4.859898E-4
			2)	ope	361	14685	4.308857E-4
			3)	opi	1210	3054	8.961014E-5
			4)	opt	1264	2783	8.1658494E-5
			5)	opu	1329	2500	7.3354735E-5
			6)	opç	1741	1217	3.5709087E-5
			7)	opõ	1840	1030	3.022215E-5
			8)	opr	1861	982	2.881374E-5
			9)	opó	2008	764	2.2417207E-5
			10)	opa	2148	579	1.6988957E-5
			11)	opô	2664	254	7.452841E-6
		9)	ol	0	0	0.0
			1)	olí	340	15625	4.5846708E-4
			2)	olv	518	10380	3.0456885E-4
			3)	olu	541	9900	2.9048475E-4
			4)	olo	645	8038	2.3585014E-4
			5)	ole	707	7235	2.122886E-4
			6)	ola	799	6034	1.7704899E-4
			7)	oli	996	4401	1.2913368E-4
			8)	olh	1233	2928	8.591307E-5
			9)	olt	1533	1776	5.2111205E-5
			10)	oló	1691	1329	3.899538E-5
			11)	ol_	1767	1153	3.3831202E-5
			12)	olê	1928	886	2.5996918E-5
			13)	old	2424	365	1.0709791E-5
			14)	ols	2680	246	7.218106E-6
		10)	oc	0	0	0.0
			1)	oci	433	12361	3.6269514E-4
			2)	oce	565	9284	2.7241014E-4
			3)	oca	613	8631	2.532499E-4
			4)	ocu	650	7988	2.3438304E-4
			5)	ocr	1027	4207	1.2344135E-4
			6)	oco	1404	2197	6.446414E-5
		11)	oi	0	0	0.0
			1)	ois	496	10814	3.1730323E-4
			2)	oi_	566	9269	2.7197003E-4
			3)	oio	1053	4057	1.19040065E-4
			4)	oia	1226	2953	8.6646614E-5
			5)	oib	1785	1119	3.283358E-5
			6)	oit	1910	906	2.6583755E-5
			7)	oie	2639	266	7.804943E-6
			8)	oin	2800	201	5.8977207E-6
		12)	ov	0	0	0.0
			1)	ova	524	10238	3.0040232E-4
			2)	ove	728	6914	2.0286985E-4
			3)	ovo	776	6296	1.8473656E-4
			4)	ovi	1193	3121	9.1576054E-5
			5)	ová	2112	618	1.813329E-5
		13)	ot	0	0	0.0
			1)	ota	547	9650	2.8314927E-4
			2)	ote	769	6398	1.8772944E-4
			3)	oti	1267	2767	8.118902E-5
			4)	oto	1369	2330	6.8366615E-5
			5)	otá	2200	535	1.5697913E-5
			6)	otu	2416	370	1.0856501E-5
			7)	otí	2600	281	8.245072E-6
			8)	otê	2663	254	7.452841E-6
		14)	oj	0	0	0.0
			1)	oje	676	7535	2.2109118E-4
			2)	oja	2798	202	5.9270624E-6
		15)	og	0	0	0.0
			1)	ogr	722	7004	2.0551063E-4
			2)	ogo	1307	2596	7.617156E-5
			3)	ogi	1481	1935	5.6776564E-5
			4)	oga	1510	1840	5.3989086E-5
		16)	oa	0	0	0.0
			1)	oas	921	5011	1.4703223E-4
			2)	oa_	1512	1837	5.3901058E-5
			3)	oal	1620	1500	4.4012842E-5
			4)	oad	2356	409	1.2000834E-5
			5)	oac	2691	240	7.0420547E-6
			6)	oam	2759	215	6.308507E-6
		17)	oo	0	0	0.0
			1)	oop	1165	3300	9.682825E-5
			2)	oor	1677	1361	3.993432E-5
			3)	ool	2268	471	1.3820032E-5
			4)	oo_	2440	355	1.0416372E-5
			5)	oos	2778	209	6.132456E-6
		18)	of	0	0	0.0
			1)	ofe	1411	2157	6.329046E-5
			2)	ofi	1565	1660	4.8707545E-5
			3)	ofu	1608	1534	4.5010464E-5
			4)	ofr	1940	862	2.5292713E-5
			5)	ofo	2755	217	6.367191E-6
		19)	oe	0	0	0.0
			1)	oer	1846	1022	2.9987415E-5
			2)	oen	1896	922	2.7053225E-5
			3)	oes	1987	792	2.323878E-5
			4)	oed	2045	719	2.1096821E-5
			5)	oec	2677	248	7.27679E-6
		20)	oç	0	0	0.0
			1)	oçã	1905	912	2.6759808E-5
		21)	ox	0	0	0.0
			1)	oxi	1954	851	2.4969951E-5
		22)	oq	0	0	0.0
			1)	oqu	1959	841	2.4676532E-5
		23)	oz	0	0	0.0
			1)	ozi	2361	406	1.1912809E-5
			2)	oz_	2365	402	1.1795441E-5
			3)	oze	2544	305	8.949278E-6
		24)	oá	0	0	0.0
			1)	oáv	2470	341	1.0005586E-5
	2)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	2	373712	0.010965418
			2)	_do	21	132158	0.003877766
			3)	_da	28	124475	0.0036523324
			4)	_di	63	65543	0.0019231557
			5)	_du	820	5825	1.7091654E-4
			6)	_dú	1601	1550	4.5479934E-5
			7)	_dr	1863	978	2.8696371E-5
			8)	_dé	1986	799	2.3444174E-5
			9)	_dá	2116	616	1.8074606E-5
			10)	_dí	2328	426	1.2499647E-5
			11)	_dê	2350	412	1.208886E-5
			12)	_dó	2543	306	8.97862E-6
		2)	_q	0	0	0.0
			1)	_qu	6	233574	0.0068535036
		3)	_c	0	0	0.0
			1)	_co	7	227894	0.0066868416
			2)	_ca	144	33235	9.7517786E-4
			3)	_cr	312	17058	5.00514E-4
			4)	_ci	425	12560	3.6853418E-4
			5)	_cu	542	9835	2.8857752E-4
			6)	_ce	588	8993	2.6387165E-4
			7)	_cl	661	7756	2.2757573E-4
			8)	_ch	743	6748	1.979991E-4
			9)	_có	2267	472	1.3849374E-5
			10)	_câ	2318	434	1.2734382E-5
			11)	_cé	2473	341	1.0005586E-5
			12)	_cí	2566	294	8.626517E-6
			13)	_cá	2695	239	7.0127126E-6
		4)	_a	0	0	0.0
			1)	_a_	9	219736	0.0064474703
			2)	_as	58	67304	0.001974827
			3)	_ao	113	38995	0.0011441872
			4)	_ap	115	38750	0.0011369984
			5)	_ac	120	37709	0.0011064535
			6)	_al	129	35631	0.0010454811
			7)	_an	229	21816	6.4012274E-4
			8)	_at	318	16566	4.8607783E-4
			9)	_ag	377	14048	4.1219493E-4
			10)	_ad	435	12303	3.6099332E-4
			11)	_ab	494	10830	3.177727E-4
			12)	_au	534	10060	2.9517946E-4
			13)	_am	537	10005	2.9356565E-4
			14)	_aq	624	8367	2.4550362E-4
			15)	_ai	660	7794	2.2869073E-4
			16)	_ar	753	6635	1.9468347E-4
			17)	_af	785	6223	1.8259461E-4
			18)	_av	943	4783	1.4034228E-4
			19)	_aj	1023	4217	1.2373476E-4
			20)	_aé	1925	888	2.6055603E-5
			21)	_aí	2034	740	2.1713002E-5
			22)	_ae	2251	489	1.4348186E-5
			23)	_az	2606	279	8.186388E-6
			24)	_aç	2608	278	8.157046E-6
		5)	_s	0	0	0.0
			1)	_se	14	163993	0.0048118653
			2)	_so	118	38281	0.0011232371
			3)	_su	145	33011	9.686053E-4
			4)	_si	203	24883	7.3011435E-4
			5)	_sa	365	14570	4.275114E-4
			6)	_sã	485	11115	3.2613514E-4
			7)	_só	866	5414	1.5885702E-4
			8)	_sé	1402	2201	6.458151E-5
			9)	_sí	2409	376	1.1032552E-5
		6)	_r	0	0	0.0
			1)	_re	18	143350	0.0042061605
			2)	_ra	594	8919	2.6170036E-4
			3)	_ri	1024	4211	1.2355871E-4
			4)	_ru	1446	2041	5.9886806E-5
			5)	_ro	1585	1601	4.6976373E-5
			6)	_rá	1855	991	2.9077817E-5
			7)	_ró	2789	207	6.073772E-6
		7)	_e	0	0	0.0
			1)	_e_	23	131407	0.0038557302
			2)	_es	32	110519	0.0032428368
			3)	_em	46	80566	0.002363959
			4)	_ex	122	37456	0.00109903
			5)	_en	127	36245	0.0010634969
			6)	_eu	339	15675	4.5993418E-4
			7)	_el	396	13291	3.8998312E-4
			8)	_ef	582	9107	2.6721662E-4
			9)	_ec	719	7060	2.0715377E-4
			10)	_ev	779	6272	1.8403235E-4
			11)	_er	1178	3232	9.4833E-5
			12)	_eq	1303	2605	7.643563E-5
			13)	_ed	1731	1232	3.6149213E-5
			14)	_et	1977	816	2.3942985E-5
			15)	_ei	2297	444	1.3027801E-5
			16)	_ep	2580	288	8.450465E-6
		8)	_o	0	0	0.0
			1)	_o_	24	127759	0.003748691
			2)	_os	78	57364	0.0016831683
			3)	_ou	202	24892	7.3037844E-4
			4)	_ob	335	15763	4.6251627E-4
			5)	_or	349	15243	4.472585E-4
			6)	_op	584	9045	2.6539742E-4
			7)	_on	1168	3288	9.647615E-5
			8)	_oc	1190	3143	9.222157E-5
			9)	_of	1574	1630	4.782729E-5
			10)	_ol	2005	768	2.2534574E-5
			11)	_oi	2513	322	9.44809E-6
			12)	_ov	2733	227	6.66061E-6
		9)	_p	0	0	0.0
			1)	_pr	25	127091	0.0037290906
			2)	_po	27	124575	0.0036552665
			3)	_pa	31	111602	0.003274614
			4)	_pe	55	72270	0.0021205386
			5)	_pl	898	5148	1.5105207E-4
			6)	_pú	1041	4132	1.2124071E-4
			7)	_pu	1298	2615	7.6729055E-5
			8)	_pô	1700	1312	3.8496564E-5
			9)	_pi	1727	1238	3.6325266E-5
			10)	_põ	2579	288	8.450465E-6
			11)	_pá	2629	269	7.89297E-6
			12)	_pé	2686	244	7.1594222E-6
			13)	_pó	2753	218	6.396533E-6
		10)	_u	0	0	0.0
			1)	_um	36	100121	0.0029377397
			2)	_ut	981	4516	1.32508E-4
			3)	_un	1160	3375	9.902889E-5
			4)	_ur	1571	1637	4.803268E-5
			5)	_us	1701	1306	3.8320515E-5
			6)	_ul	1876	959	2.8138877E-5
		11)	_n	0	0	0.0
			1)	_no	38	92150	0.0027038555
			2)	_nã	86	52203	0.0015317348
			3)	_na	93	49903	0.0014642485
			4)	_ne	138	33983	9.971256E-4
			5)	_nu	607	8727	2.560667E-4
			6)	_ní	874	5375	1.5771268E-4
			7)	_nó	1004	4329	1.2702106E-4
			8)	_nú	1265	2781	8.159981E-5
			9)	_n_	1536	1772	5.1993837E-5
			10)	_ni	1819	1062	3.1161093E-5
		12)	_i	0	0	0.0
			1)	_in	54	73055	0.002143572
			2)	_im	212	24073	7.063474E-4
			3)	_is	395	13333	3.9121546E-4
			4)	_ir	868	5398	1.5838754E-4
			5)	_ig	968	4631	1.358823E-4
			6)	_id	1095	3853	1.1305432E-4
			7)	_il	1650	1421	4.169483E-5
			8)	_it	2224	513	1.5052392E-5
		13)	_m	0	0	0.0
			1)	_ma	62	65633	0.0019257965
			2)	_me	90	50577	0.0014840249
			3)	_mu	194	26275	7.7095826E-4
			4)	_mo	265	19608	5.753359E-4
			5)	_mi	389	13513	3.9649702E-4
			6)	_mé	1348	2384	6.995108E-5
			7)	_má	1698	1314	3.855525E-5
			8)	_mí	1903	915	2.6847832E-5
			9)	_mã	2013	761	2.232918E-5
			10)	_mê	2203	532	1.5609887E-5
			11)	_mú	2309	440	1.2910434E-5
		14)	_t	0	0	0.0
			1)	_te	73	60099	0.0017634184
			2)	_tr	126	36297	0.0010650228
			3)	_to	154	31955	9.3762024E-4
			4)	_ta	157	31739	9.3128235E-4
			5)	_ti	738	6815	1.9996501E-4
			6)	_tê	1040	4139	1.214461E-4
			7)	_tu	1108	3793	1.11293804E-4
			8)	_tã	1334	2482	7.282658E-5
			9)	_té	1673	1366	4.0081028E-5
			10)	_tí	1958	843	2.4735216E-5
			11)	_tó	2760	215	6.308507E-6
		15)	_é	0	0	0.0
			1)	_é_	89	50778	0.0014899226
			2)	_ét	2157	573	1.6812905E-5
		16)	_f	0	0	0.0
			1)	_fa	132	34592	0.0010149948
			2)	_fo	133	34318	0.0010069552
			3)	_fi	266	19470	5.7128666E-4
			4)	_fu	380	14004	4.109039E-4
			5)	_fe	685	7441	2.1833304E-4
			6)	_fr	691	7371	2.162791E-4
			7)	_fl	1503	1859	5.454658E-5
			8)	_fá	2030	745	2.185971E-5
			9)	_fó	2421	368	1.0797817E-5
			10)	_fé	2687	243	7.13008E-6
		17)	_à	0	0	0.0
			1)	_à_	159	31372	9.205139E-4
			2)	_às	568	9263	2.7179395E-4
			3)	_àq	2390	392	1.1502022E-5
		18)	_v	0	0	0.0
			1)	_ve	222	22894	6.717533E-4
			2)	_vi	240	21217	6.2254694E-4
			3)	_vo	446	12065	3.5400994E-4
			4)	_va	605	8731	2.5618408E-4
			5)	_vá	1328	2502	7.3413416E-5
			6)	_ví	1715	1267	3.7176178E-5
			7)	_vã	1847	1016	2.9811365E-5
			8)	_vê	2147	580	1.70183E-5
			9)	_vu	2728	229	6.7192937E-6
			10)	_vó	2752	218	6.396533E-6
		19)	_g	0	0	0.0
			1)	_gr	368	14426	4.2328617E-4
			2)	_go	482	11231	3.295388E-4
			3)	_ge	703	7272	2.1337425E-4
			4)	_ga	922	4989	1.4638671E-4
			5)	_gl	1468	1983	5.8184974E-5
			6)	_gu	1694	1322	3.8789985E-5
			7)	_gé	2455	350	1.0269663E-5
		20)	_l	0	0	0.0
			1)	_le	399	13215	3.8775313E-4
			2)	_li	402	13150	3.858459E-4
			3)	_lu	600	8803	2.582967E-4
			4)	_la	757	6590	1.9336308E-4
			5)	_lo	805	6020	1.766382E-4
			6)	_lh	1282	2677	7.854825E-5
			7)	_lí	1913	905	2.6554413E-5
			8)	_lá	2311	439	1.2881092E-5
			9)	_ló	2359	407	1.1942151E-5
		21)	_j	0	0	0.0
			1)	_já	551	9573	2.8088994E-4
			2)	_ju	554	9501	2.7877733E-4
			3)	_jo	1405	2193	6.434677E-5
			4)	_ja	2632	268	7.863628E-6
		22)	_b	0	0	0.0
			1)	_ba	563	9312	2.732317E-4
			2)	_be	572	9218	2.7047357E-4
			3)	_bo	914	5035	1.4773644E-4
			4)	_br	1260	2795	8.201059E-5
			5)	_bi	1717	1261	3.700013E-5
			6)	_bu	2004	770	2.2593258E-5
			7)	_bá	2360	407	1.1942151E-5
			8)	_b_	2414	372	1.0915184E-5
			9)	_bl	2488	331	9.7121665E-6
		23)	_h	0	0	0.0
			1)	_ho	596	8890	2.6084943E-4
			2)	_há	627	8327	2.4432995E-4
			3)	_ha	889	5268	1.5457309E-4
			4)	_hu	992	4420	1.2969117E-4
			5)	_hi	1520	1821	5.3431588E-5
			6)	_he	1912	906	2.6583755E-5
		24)	_ú	0	0	0.0
			1)	_úl	1017	4276	1.2546594E-4
			2)	_ún	1368	2333	6.845464E-5
			3)	_út	2108	626	1.8368026E-5
		25)	_â	0	0	0.0
			1)	_âm	1234	2926	8.585438E-5
		26)	_á	0	0	0.0
			1)	_ár	1501	1866	5.4751974E-5
			2)	_ág	1759	1169	3.4300672E-5
			3)	_ál	2454	350	1.0269663E-5
		27)	_z	0	0	0.0
			1)	_zo	1572	1633	4.7915313E-5
			2)	_ze	2305	441	1.2939775E-5
		28)	_ê	0	0	0.0
			1)	_êx	1994	776	2.2769309E-5
		29)	_ó	0	0	0.0
			1)	_ór	2179	550	1.6138041E-5
			2)	_ób	2193	540	1.5844622E-5
			3)	_óp	2582	287	8.421123E-6
		30)	_x	0	0	0.0
			1)	_xe	2642	262	7.687576E-6
		31)	_í	0	0	0.0
			1)	_ín	2651	259	7.5995504E-6
	3)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	3	308030	0.009038184
			2)	des	70	61212	0.001796076
			3)	der	191	26615	7.809345E-4
			4)	dev	227	21904	6.4270484E-4
			5)	dep	275	18885	5.541217E-4
			6)	dem	282	18546	5.4417475E-4
			7)	den	388	13587	3.9866832E-4
			8)	dec	394	13372	3.923598E-4
			9)	dei	682	7478	2.1941868E-4
			10)	def	705	7250	2.1272873E-4
			11)	deb	737	6825	2.0025842E-4
			12)	det	1042	4129	1.2115268E-4
			13)	del	1101	3830	1.1237945E-4
			14)	deq	1480	1937	5.6835248E-5
			15)	deu	1665	1379	4.0462473E-5
			16)	dez	1707	1297	3.8056438E-5
			17)	deç	1951	854	2.5057978E-5
			18)	ded	2092	663	1.9453675E-5
			19)	dea	2222	515	1.5111075E-5
			20)	deo	2386	394	1.1560706E-5
			21)	deg	2635	267	7.8342855E-6
		2)	do	0	0	0.0
			1)	do_	11	192593	0.0056510433
			2)	dos	39	89879	0.00263722
			3)	dor	456	11875	3.48435E-4
			4)	dom	989	4445	1.3042471E-4
			5)	dop	1232	2931	8.600109E-5
			6)	doi	1301	2610	7.658234E-5
			7)	doc	1457	2007	5.888918E-5
			8)	dou	1764	1159	3.4007255E-5
			9)	dot	1766	1154	3.3860546E-5
			10)	doe	1873	964	2.8285585E-5
			11)	don	2104	637	1.8690786E-5
			12)	dol	2254	485	1.4230818E-5
			13)	dov	2334	424	1.2440963E-5
			14)	doa	2442	355	1.0416372E-5
		3)	da	0	0	0.0
			1)	da_	17	149398	0.0043836203
			2)	dad	68	62948	0.0018470135
			3)	das	76	57956	0.0017005388
			4)	dam	470	11584	3.398965E-4
			5)	dar	557	9446	2.7716352E-4
			6)	dat	1250	2843	8.341901E-5
			7)	dan	1442	2045	6.000417E-5
			8)	daç	1605	1540	4.5186516E-5
			9)	dag	1726	1238	3.6325266E-5
			10)	daq	1751	1184	3.4740802E-5
			11)	dav	1881	949	2.7845457E-5
			12)	daí	2058	710	2.0832744E-5
			13)	dap	2070	699	2.0509984E-5
			14)	dal	2141	585	1.7165008E-5
			15)	dac	2737	225	6.601926E-6
		4)	di	0	0	0.0
			1)	dir	243	21089	6.187912E-4
			2)	dis	281	18559	5.445562E-4
			3)	did	409	12895	3.783637E-4
			4)	dia	513	10451	3.0665213E-4
			5)	dic	609	8713	2.5565593E-4
			6)	dif	620	8417	2.469707E-4
			7)	diz	651	7988	2.3438304E-4
			8)	dim	1052	4062	1.1918677E-4
			9)	diç	1062	4026	1.1813046E-4
			10)	div	1067	4003	1.174556E-4
			11)	dit	1196	3110	9.125329E-5
			12)	dio	1331	2492	7.312E-5
			13)	din	1344	2407	7.062594E-5
			14)	dig	1379	2294	6.7310306E-5
			15)	diá	1592	1576	4.6242825E-5
			16)	diu	2173	556	1.6314092E-5
			17)	dip	2321	433	1.270504E-5
			18)	dil	2395	386	1.1325971E-5
			19)	di_	2508	324	9.5067735E-6
			20)	dib	2525	311	9.125329E-6
		5)	du	0	0	0.0
			1)	duz	849	5570	1.6343435E-4
			2)	dut	1063	4021	1.17983756E-4
			3)	duç	1104	3807	1.1170459E-4
			4)	dur	1151	3482	1.0216847E-4
			5)	dua	1230	2936	8.6147804E-5
			6)	duo	1734	1227	3.6002504E-5
			7)	duc	1807	1083	3.1777272E-5
			8)	dus	2088	666	1.9541701E-5
			9)	dup	2287	456	1.3379904E-5
			10)	dul	2731	228	6.689952E-6
			11)	duv	2802	201	5.8977207E-6
		6)	dã	0	0	0.0
			1)	dão	885	5294	1.5533599E-4
		7)	dr	0	0	0.0
			1)	dro	1244	2886	8.468071E-5
			2)	dra	1816	1069	3.1366486E-5
		8)	dm	0	0	0.0
			1)	dmi	1320	2559	7.50859E-5
		9)	dê	0	0	0.0
			1)	dên	1445	2041	5.9886806E-5
			2)	dês	2401	380	1.1149919E-5
			3)	dê_	2581	287	8.421123E-6
		10)	dú	0	0	0.0
			1)	dúv	1614	1515	4.445297E-5
			2)	dús	1639	1457	4.275114E-5
		11)	dá	0	0	0.0
			1)	dár	1969	826	2.4236404E-5
			2)	dá_	2269	471	1.3820032E-5
			3)	dáv	2441	355	1.0416372E-5
		12)	dí	0	0	0.0
			1)	dív	1990	782	2.2945362E-5
			2)	díc	2776	211	6.1911396E-6
		13)	dé	0	0	0.0
			1)	déc	2367	401	1.1766099E-5
			2)	déf	2507	324	9.5067735E-6
		14)	dq	0	0	0.0
			1)	dqu	2368	401	1.1766099E-5
		15)	dó	0	0	0.0
			1)	dól	2541	306	8.97862E-6
		16)	dv	0	0	0.0
			1)	dve	2555	299	8.773226E-6
			2)	dvo	2734	226	6.631268E-6
	4)	a	0	0	0.0
		1)	as	0	0	0.0
			1)	as_	4	270638	0.007941032
			2)	ass	167	29923	8.779975E-4
			3)	ase	538	9998	2.9336027E-4
			4)	aso	693	7362	2.1601502E-4
			5)	ast	1019	4252	1.2476173E-4
			6)	asp	1086	3905	1.1458009E-4
			7)	asi	1124	3650	1.0709791E-4
			8)	asc	1972	822	2.4119037E-5
			9)	asa	1982	807	2.367891E-5
			10)	asm	2650	259	7.5995504E-6
		2)	ar	0	0	0.0
			1)	ar_	33	106756	0.0031324232
			2)	ara	53	73846	0.0021667816
			3)	art	234	21731	6.376287E-4
			4)	are	309	17119	5.023039E-4
			5)	ari	347	15357	4.5060346E-4
			6)	arm	713	7140	2.0950113E-4
			7)	arg	835	5745	1.6856918E-4
			8)	ará	988	4447	1.304834E-4
			9)	aro	1008	4310	1.2646356E-4
			10)	arc	1218	2988	8.767358E-5
			11)	ard	1305	2599	7.625958E-5
			12)	arr	1360	2365	6.939358E-5
			13)	ars	1413	2154	6.320244E-5
			14)	arl	1535	1772	5.1993837E-5
			15)	arn	1636	1465	4.2985874E-5
			16)	arã	1758	1169	3.4300672E-5
			17)	arí	1778	1131	3.3185683E-5
			18)	arê	1804	1086	3.1865296E-5
			19)	arq	2133	595	1.7458427E-5
			20)	arb	2447	352	1.0328346E-5
			21)	arv	2804	200	5.8683786E-6
		3)	aç	0	0	0.0
			1)	açã	44	82172	0.0024110822
			2)	açõ	204	24854	7.292634E-4
			3)	aça	1292	2634	7.7286546E-5
			4)	aço	1428	2095	6.147127E-5
			5)	açú	2742	224	6.5725844E-6
		4)	ad	0	0	0.0
			1)	ado	45	81789	0.0023998441
			2)	ade	71	60620	0.0017787056
			3)	ada	91	50565	0.0014836729
			4)	adã	965	4647	1.3635178E-4
			5)	adi	1046	4093	1.20096374E-4
			6)	adr	1220	2976	8.7321474E-5
			7)	adm	1323	2546	7.470446E-5
			8)	adu	1640	1456	4.2721796E-5
			9)	adv	2105	636	1.8661445E-5
			10)	adq	2369	401	1.1766099E-5
		5)	am	0	0	0.0
			1)	ame	61	66007	0.0019367704
			2)	am_	110	39165	0.0011491752
			3)	amb	211	24112	7.0749177E-4
			4)	amo	250	20429	5.994256E-4
			5)	ama	590	8967	2.6310876E-4
			6)	ami	1146	3530	1.0357689E-4
			7)	amp	1431	2075	6.088443E-5
			8)	ams	1956	844	2.4764558E-5
			9)	amí	2055	713	2.092077E-5
			10)	amm	2348	413	1.2118202E-5
			11)	amá	2453	350	1.0269663E-5
			12)	amn	2726	230	6.7486358E-6
		6)	an	0	0	0.0
			1)	ant	82	54506	0.0015993093
			2)	and	219	23066	6.7680015E-4
			3)	ano	325	16433	4.8217535E-4
			4)	anç	376	14048	4.1219493E-4
			5)	ani	500	10792	3.166577E-4
			6)	ans	567	9266	2.71882E-4
			7)	anc	616	8551	2.5090252E-4
			8)	ana	843	5649	1.6575235E-4
			9)	anh	871	5380	1.578594E-4
			10)	ane	1018	4272	1.2534857E-4
			11)	anu	1423	2104	6.173534E-5
			12)	ang	1434	2061	6.047364E-5
			13)	aná	1749	1200	3.5210272E-5
			14)	anq	2068	703	2.062735E-5
			15)	an_	2531	309	9.066645E-6
		7)	ai	0	0	0.0
			1)	ais	83	54122	0.001588042
			2)	ain	649	7996	2.3461778E-4
			3)	aio	816	5916	1.7358664E-4
			4)	ai_	1372	2312	6.783846E-5
			5)	aix	1696	1318	3.8672617E-5
			6)	air	2174	556	1.6314092E-5
		8)	al	0	0	0.0
			1)	al_	88	51487	0.001510726
			2)	ali	178	28153	8.2606234E-4
			3)	alm	370	14297	4.1950107E-4
			4)	alt	413	12810	3.7586965E-4
			5)	alh	445	12098	3.5497823E-4
			6)	ala	491	10980	3.22174E-4
			7)	alg	532	10095	2.9620642E-4
			8)	alq	1007	4321	1.2678633E-4
			9)	alo	1123	3655	1.07244625E-4
			10)	ale	1139	3574	1.04867926E-4
			11)	alé	1195	3113	9.134132E-5
			12)	alv	1296	2626	7.7051816E-5
			13)	alc	1422	2108	6.185271E-5
			14)	ald	1627	1492	4.3778105E-5
			15)	alá	2258	480	1.4084109E-5
			16)	als	2529	310	9.0959875E-6
			17)	alu	2535	308	9.037303E-6
			18)	alç	2620	273	8.010337E-6
			19)	alb	2661	255	7.482183E-6
		9)	ao	0	0	0.0
			1)	ao_	183	27533	8.0787035E-4
			2)	aos	471	11563	3.3928032E-4
			3)	aor	2347	414	1.2147544E-5
		10)	at	0	0	0.0
			1)	ati	197	25881	7.593976E-4
			2)	ate	356	14940	4.383679E-4
			3)	ató	371	14289	4.1926632E-4
			4)	ata	463	11707	3.4350556E-4
			5)	até	480	11339	3.3270774E-4
