Portuguese	3	498776	654
			6)	_op	649	203	2.3904485E-4
		9)	_p	0	0	0.0
			1)	_po	28	3110	0.0036622144
			2)	_pr	29	3101	0.0036516162
			3)	_pa	33	2551	0.0030039577
			4)	_pe	51	1864	0.0021949734
		10)	_u	0	0	0.0
			1)	_um	35	2505	0.00294979
		11)	_n	0	0	0.0
			1)	_no	38	2335	0.0027496046
			2)	_na	87	1343	0.0015814642
			3)	_nã	95	1241	0.001461353
			4)	_ne	130	894	0.0010527394
			5)	_nu	556	240	2.826146E-4
		12)	_i	0	0	0.0
			1)	_in	53	1818	0.0021408056
			2)	_im	211	618	7.277326E-4
			3)	_is	440	302	3.5562337E-4
		13)	_m	0	0	0.0
			1)	_ma	70	1593	0.0018758544
			2)	_me	89	1301	0.0015320067
			3)	_mu	222	587	6.9122826E-4
			4)	_mo	272	489	5.7582726E-4
			5)	_mi	450	296	3.48558E-4
		14)	_t	0	0	0.0
			1)	_te	72	1528	0.001799313
			2)	_tr	140	849	9.997492E-4
			3)	_to	162	772	9.09077E-4
			4)	_ta	174	738	8.690399E-4
			5)	_ti	624	213	2.5082048E-4
		15)	_é	0	0	0.0
			1)	_é_	93	1250	0.0014719511
		16)	_f	0	0	0.0
			1)	_fo	139	856	0.0010079921
			2)	_fa	156	783	9.220302E-4
			3)	_fi	251	513	6.040887E-4
			4)	_fu	347	389	4.5807118E-4
			5)	_fr	638	208	2.4493266E-4
		17)	_à	0	0	0.0
			1)	_à_	145	834	9.820857E-4
			2)	_às	543	247	2.9085754E-4
		18)	_v	0	0	0.0
			1)	_ve	235	557	6.559014E-4
			2)	_vi	248	520	6.1233167E-4
			3)	_vo	484	277	3.2618435E-4
			4)	_va	629	212	2.496429E-4
		19)	_l	0	0	0.0
			1)	_le	378	361	4.2509948E-4
			2)	_li	535	250	2.9439022E-4
			3)	_lu	619	214	2.5199802E-4
		20)	_g	0	0	0.0
			1)	_gr	383	356	4.1921166E-4
			2)	_go	448	297	3.4973558E-4
		21)	_j	0	0	0.0
			1)	_ju	468	286	3.367824E-4
			2)	_já	555	241	2.8379218E-4
		22)	_h	0	0	0.0
			1)	_há	589	225	2.649512E-4
			2)	_ho	634	210	2.472878E-4
		23)	_b	0	0	0.0
			1)	_be	625	213	2.5082048E-4
			2)	_ba	626	213	2.5082048E-4
	2)	o	0	0	0.0
		1)	os	0	0	0.0
			1)	os_	2	9162	0.010788812
			2)	oss	144	834	9.820857E-4
			3)	ost	152	804	9.4675896E-4
			4)	osi	611	215	2.531756E-4
		2)	or	0	0	0.0
			1)	or_	46	1987	0.0023398134
			2)	ora	146	826	9.7266526E-4
			3)	orm	169	753	8.867033E-4
			4)	ort	178	722	8.5019897E-4
			5)	ori	263	498	5.864253E-4
			6)	ord	316	430	5.063512E-4
			7)	orr	335	405	4.7691216E-4
			8)	ore	367	369	4.3451996E-4
			9)	orç	631	210	2.472878E-4
		3)	on	0	0	0.0
			1)	ont	88	1318	0.0015520252
			2)	ons	115	968	0.0011398789
			3)	ona	201	649	7.64237E-4
			4)	onc	238	541	6.3706044E-4
			5)	ond	463	288	3.3913754E-4
		4)	om	0	0	0.0
			1)	om_	113	983	0.0011575423
			2)	omo	173	739	8.702175E-4
			3)	ome	280	481	5.6640676E-4
			4)	omp	377	361	4.2509948E-4
			5)	omu	515	259	3.0498827E-4
			6)	omi	612	215	2.531756E-4
		5)	ou	0	0	0.0
			1)	ou_	160	775	9.126097E-4
			2)	out	545	246	2.8967997E-4
		6)	ob	0	0	0.0
			1)	obr	197	659	7.760126E-4
		7)	od	0	0	0.0
			1)	ode	237	542	6.38238E-4
			2)	odo	269	489	5.7582726E-4
		8)	ol	0	0	0.0
			1)	olí	342	392	4.6160386E-4
			2)	olo	492	271	3.19119E-4
			3)	olv	509	261	3.0734338E-4
			4)	olu	615	214	2.5199802E-4
			5)	ole	616	214	2.5199802E-4
		9)	op	0	0	0.0
			1)	opo	357	379	4.4629557E-4
			2)	ope	375	363	4.274546E-4
		10)	oc	0	0	0.0
			1)	oci	486	275	3.2382924E-4
			2)	oca	529	253	2.979229E-4
			3)	oce	533	251	2.955678E-4
			4)	ocu	654	201	2.3668974E-4
		11)	ov	0	0	0.0
			1)	ova	506	265	3.1205363E-4
		12)	oi	0	0	0.0
			1)	ois	510	261	3.0734338E-4
			2)	oi_	570	234	2.7554925E-4
		13)	og	0	0	0.0
			1)	ogr	623	213	2.5082048E-4
		14)	oj	0	0	0.0
			1)	oje	627	212	2.496429E-4
	3)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	3	7747	0.009122564
			2)	des	69	1596	0.0018793872
			3)	der	165	764	8.996565E-4
			4)	dep	262	500	5.8878044E-4
			5)	dev	274	488	5.746497E-4
			6)	dem	324	419	4.93398E-4
			7)	den	364	373	4.392302E-4
			8)	dec	405	336	3.9566046E-4
			9)	deb	653	202	2.378673E-4
		2)	do	0	0	0.0
			1)	do_	11	4838	0.0056970394
			2)	dos	48	1984	0.0023362807
			3)	dor	519	258	3.038107E-4
		3)	da	0	0	0.0
			1)	da_	18	3611	0.004252172
			2)	dad	67	1614	0.0019005833
			3)	das	71	1531	0.0018028457
			4)	dam	421	322	3.791746E-4
			5)	dar	491	272	3.2029656E-4
		4)	di	0	0	0.0
			1)	dis	270	489	5.7582726E-4
			2)	dir	338	400	4.7102434E-4
			3)	did	432	311	3.6622144E-4
			4)	dic	497	270	3.1794145E-4
			5)	dia	503	266	3.132312E-4
			6)	diz	643	206	2.4257755E-4
	4)	a	0	0	0.0
		1)	as	0	0	0.0
			1)	as_	4	6972	0.008209954
			2)	ass	179	721	8.4902137E-4
			3)	ase	512	261	3.0734338E-4
		2)	ar	0	0	0.0
			1)	ar_	32	2690	0.0031676388
			2)	ara	52	1824	0.002147871
			3)	art	242	535	6.299951E-4
			4)	are	299	459	5.4050045E-4
			5)	ari	300	455	5.3579017E-4
		3)	ad	0	0	0.0
			1)	ado	47	1986	0.002338636
			2)	ade	68	1598	0.0018817423
			3)	ada	92	1262	0.0014860819
		4)	aç	0	0	0.0
			1)	açã	49	1945	0.002290356
			2)	açõ	228	570	6.712097E-4
		5)	am	0	0	0.0
			1)	ame	65	1633	0.0019229569
			2)	am_	121	947	0.0011151502
			3)	amo	233	562	6.617892E-4
			4)	amb	241	537	6.323502E-4
			5)	ama	481	279	3.285395E-4
		6)	ai	0	0	0.0
			1)	ais	82	1361	0.0016026604
		7)	al	0	0	0.0
			1)	al_	84	1354	0.0015944174
			2)	ali	196	662	7.795453E-4
			3)	alm	374	364	4.2863216E-4
			4)	alg	465	288	3.3913754E-4
			5)	alh	534	251	2.955678E-4
			6)	alt	546	246	2.8967997E-4
			7)	ala	568	236	2.7790436E-4
		8)	an	0	0	0.0
			1)	ant	86	1344	0.0015826419
			2)	and	264	498	5.864253E-4
			3)	ano	362	376	4.427629E-4
			4)	anç	396	348	4.097912E-4
			5)	ans	483	277	3.2618435E-4
			6)	anc	524	257	3.0263315E-4
		9)	ao	0	0	0.0
			1)	ao_	186	707	8.3253556E-4
			2)	aos	454	294	3.462029E-4
		10)	at	0	0	0.0
			1)	ati	189	698	8.219375E-4
			2)	ató	322	423	4.981083E-4
			3)	ate	345	392	4.6160386E-4
			4)	ata	401	340	4.0037069E-4
			5)	até	458	291	3.4267022E-4
		11)	ac	0	0	0.0
			1)	act	291	465	5.475658E-4
			2)	aci	326	416	4.898653E-4
			3)	aco	453	295	3.4738047E-4
			4)	ace	605	218	2.5670827E-4
		12)	ap	0	0	0.0
			1)	apr	329	413	4.8633263E-4
			2)	ape	504	266	3.132312E-4
			3)	apl	577	231	2.7201656E-4
		13)	ab	0	0	0.0
			1)	aba	459	291	3.4267022E-4
			2)	abe	552	243	2.861473E-4
			3)	abi	618	214	2.5199802E-4
		14)	aq	0	0	0.0
			1)	aqu	479	281	3.308946E-4
		15)	az	0	0	0.0
			1)	aze	571	234	2.7554925E-4
		16)	av	0	0	0.0
			1)	ave	633	210	2.472878E-4
	5)	ã	0	0	0.0
		1)	ão	0	0	0.0
			1)	ão_	6	5849	0.0068875537
	6)	q	0	0	0.0
		1)	qu	0	0	0.0
			1)	que	8	5578	0.0065684346
			2)	qua	138	864	0.0010174126
			3)	qui	318	428	5.0399604E-4
	7)	e	0	0	0.0
		1)	en	0	0	0.0
			1)	ent	9	5489	0.0064636315
			2)	enh	111	987	0.0011622526
			3)	end	231	569	6.700321E-4
			4)	ens	313	435	5.12239E-4
			5)	enc	403	339	3.9919314E-4
			6)	ena	419	325	3.8270728E-4
			7)	env	494	271	3.19119E-4
			8)	enç	501	268	3.155863E-4
			9)	eno	640	207	2.437551E-4
		2)	es	0	0	0.0
			1)	es_	17	3797	0.0044711987
			2)	est	25	3189	0.0037552416
			3)	ess	63	1640	0.0019311998
			4)	esp	117	966	0.0011375238
			5)	ese	131	886	0.0010433189
			6)	esa	416	328	3.8623996E-4
			7)	esc	466	286	3.367824E-4
			8)	esm	594	222	2.6141852E-4
		3)	em	0	0	0.0
			1)	em_	26	3134	0.0036904758
			2)	emo	170	744	8.761053E-4
			3)	emp	199	657	7.736575E-4
			4)	ema	308	445	5.240146E-4
			5)	eme	417	328	3.8623996E-4
		4)	er	0	0	0.0
			1)	er_	45	1988	0.002340991
			2)	era	147	825	9.714877E-4
			3)	eri	164	764	8.996565E-4
			4)	ere	208	625	7.3597557E-4
			5)	erc	351	384	4.5218336E-4
			6)	erm	392	352	4.1450144E-4
			7)	erá	404	337	3.96838E-4
			8)	ero	477	282	3.3207217E-4
			9)	ert	487	275	3.2382924E-4
			10)	erv	490	272	3.2029656E-4
			11)	ern	526	256	3.0145558E-4
			12)	err	595	222	2.6141852E-4
			13)	erg	602	219	2.5788584E-4
		5)	el	0	0	0.0
			1)	ela	85	1351	0.0015908848
			2)	el_	224	583	6.86518E-4
			3)	elo	352	383	4.5100582E-4
			4)	ele	373	364	4.2863216E-4
			5)	elh	596	222	2.6141852E-4
		6)	ec	0	0	0.0
			1)	ect	125	922	0.0010857112
			2)	ece	141	843	9.926838E-4
			3)	eci	195	669	7.8778825E-4
			4)	eco	285	472	5.558087E-4
		7)	eg	0	0	0.0
			1)	egu	154	794	9.349833E-4
			2)	egi	258	509	5.993785E-4
			3)	ega	424	316	3.7210924E-4
			4)	ego	608	217	2.555307E-4
		8)	ei	0	0	0.0
			1)	eit	177	730	8.596194E-4
			2)	eir	209	623	7.336204E-4
			3)	eia	478	281	3.308946E-4
			4)	eis	590	224	2.6377363E-4
		9)	ev	0	0	0.0
			1)	eve	226	573	6.747424E-4
			2)	evi	531	252	2.9674533E-4
		10)	eu	0	0	0.0
			1)	eu_	234	557	6.559014E-4
			2)	eur	430	314	3.6975413E-4
		11)	ef	0	0	0.0
			1)	efe	288	469	5.5227603E-4
			2)	efi	604	218	2.5670827E-4
		12)	ed	0	0	0.0
			1)	edi	336	405	4.7691216E-4
		13)	ep	0	0	0.0
			1)	epu	391	353	4.1567898E-4
		14)	eq	0	0	0.0
			1)	equ	408	333	3.9212778E-4
		15)	ej	0	0	0.0
			1)	eja	439	303	3.5680094E-4
		16)	ex	0	0	0.0
			1)	exi	460	290	3.4149265E-4
		17)	et	0	0	0.0
			1)	ete	508	262	3.0852095E-4
		18)	eb	0	0	0.0
			1)	eba	648	203	2.3904485E-4
		19)	ea	0	0	0.0
			1)	eal	652	202	2.378673E-4
	8)	u	0	0	0.0
		1)	ue	0	0	0.0
			1)	ue_	12	4619	0.005439154
			2)	ues	301	453	5.334351E-4
			3)	uer	434	308	3.6268876E-4
		2)	um	0	0	0.0
			1)	uma	74	1525	0.0017957804
			2)	um_	78	1425	0.0016780242
			3)	ume	550	243	2.861473E-4
		3)	ur	0	0	0.0
			1)	ura	150	809	9.526467E-4
			2)	uro	321	423	4.981083E-4
		4)	ua	0	0	0.0
			1)	ual	252	511	6.017336E-4
			2)	ua_	399	343	4.0390337E-4
			3)	uan	423	318	3.7446435E-4
		5)	ut	0	0	0.0
			1)	uta	290	465	5.475658E-4
			2)	utr	540	248	2.9203508E-4
			3)	uto	591	223	2.6259606E-4
		6)	ui	0	0	0.0
			1)	uit	303	450	5.299024E-4
			2)	ui_	620	213	2.5082048E-4
			3)	uir	647	204	2.4022242E-4
		7)	un	0	0	0.0
			1)	und	358	379	4.4629557E-4
			2)	unt	407	334	3.9330532E-4
			3)	uni	411	331	3.8977264E-4
		8)	ul	0	0	0.0
			1)	ula	361	376	4.427629E-4
			2)	ult	502	266	3.132312E-4
		9)	uç	0	0	0.0
			1)	uçã	505	265	3.1205363E-4
	9)	n	0	0	0.0
		1)	nt	0	0	0.0
			1)	nte	14	4250	0.0050046337
			2)	nto	54	1808	0.00212903
			3)	nta	80	1411	0.0016615384
			4)	ntr	104	1048	0.0012340838
			5)	nti	273	488	5.746497E-4
		2)	no	0	0	0.0
			1)	no_	83	1360	0.0016014827
			2)	nos	101	1133	0.0013341765
			3)	nom	557	239	2.8143704E-4
			4)	nov	569	235	2.7672682E-4
		3)	nc	0	0	0.0
			1)	nci	91	1273	0.001499035
			2)	nco	302	452	5.322575E-4
			3)	nce	381	358	4.215668E-4
		4)	nã	0	0	0.0
			1)	não	94	1246	0.0014672409
		5)	na	0	0	0.0
			1)	na_	119	956	0.0011257482
			2)	nas	296	462	5.4403313E-4
			3)	nal	306	445	5.240146E-4
			4)	nad	541	248	2.9203508E-4
			5)	nac	584	226	2.6612874E-4
			6)	nai	607	217	2.555307E-4
		6)	nh	0	0	0.0
			1)	nho	137	870	0.001024478
			2)	nha	315	432	5.087063E-4
		7)	nd	0	0	0.0
			1)	ndo	167	760	8.949463E-4
			2)	nde	219	601	7.0771406E-4
			3)	nda	310	439	5.169492E-4
			4)	ndi	461	289	3.403151E-4
		8)	ns	0	0	0.0
			1)	nst	266	495	5.828926E-4
			2)	nsi	442	301	3.5444583E-4
			3)	nsa	480	280	3.2971703E-4
			4)	nse	566	236	2.7790436E-4
			5)	ns_	598	220	2.5906338E-4
		9)	ne	0	0	0.0
			1)	nes	331	409	4.816224E-4
			2)	nec	420	324	3.815297E-4
		10)	nç	0	0	0.0
			1)	nça	384	355	4.1803412E-4
		11)	ni	0	0	0.0
			1)	nic	435	308	3.6268876E-4
		12)	nv	0	0	0.0
			1)	nvo	564	237	2.7908193E-4
	10)	t	0	0	0.0
		1)	te	0	0	0.0
			1)	te_	15	3971	0.0046760943
			2)	ter	77	1475	0.0017369023
			3)	tem	116	966	0.0011375238
			4)	tes	172	742	8.737502E-4
			5)	ten	175	733	8.631521E-4
		2)	to	0	0	0.0
			1)	to_	21	3283	0.0038659323
			2)	tos	134	876	0.0010315434
			3)	tor	243	531	6.252848E-4
			4)	tod	297	461	5.428556E-4
		3)	ta	0	0	0.0
			1)	ta_	59	1718	0.0020230496
			2)	tar	102	1103	0.0012988496
			3)	tam	128	907	0.0010680477
			4)	tad	148	817	9.620672E-4
			5)	tan	210	622	7.324429E-4
			6)	tas	218	603	7.100692E-4
			7)	taç	356	379	4.4629557E-4
			8)	tal	389	353	4.1567898E-4
		4)	tr	0	0	0.0
			1)	tra	76	1492	0.0017569208
			2)	tro	194	672	7.913209E-4
			3)	tre	414	328	3.8623996E-4
			4)	tri	422	320	3.768195E-4
			5)	tru	621	213	2.5082048E-4
		5)	ti	0	0	0.0
			1)	tiv	96	1228	0.0014460448
			2)	tic	163	771	9.078994E-4
			3)	tit	443	300	3.5326826E-4
			4)	tin	470	285	3.3560485E-4
			5)	tir	475	282	3.3207217E-4
			6)	tid	482	278	3.2736192E-4
			7)	tim	522	257	3.0263315E-4
		6)	tó	0	0	0.0
			1)	tór	277	485	5.7111704E-4
		7)	tu	0	0	0.0
			1)	tur	292	464	5.4638827E-4
			2)	tua	398	345	4.062585E-4
			3)	tud	597	221	2.6024095E-4
		8)	tã	0	0	0.0
			1)	tão	293	463	5.4521067E-4
	11)	m	0	0	0.0
		1)	me	0	0	0.0
			1)	men	19	3382	0.003982511
			2)	me_	328	414	4.875102E-4
			3)	mer	402	339	3.9919314E-4
			4)	mes	431	313	3.6857656E-4
			5)	mei	516	259	3.0498827E-4
			6)	med	632	210	2.472878E-4
		2)	ma	0	0	0.0
			1)	ma_	42	2146	0.0025270456
			2)	mas	120	950	0.0011186828
			3)	mai	192	682	8.030965E-4
			4)	man	428	314	3.6975413E-4
			5)	mar	464	288	3.3913754E-4
		3)	mo	0	0	0.0
			1)	mos	64	1636	0.0019264896
			2)	mo_	114	971	0.0011434116
		4)	mp	0	0	0.0
			1)	mpr	236	545	6.4177066E-4
			2)	mpo	257	509	5.993785E-4
			3)	mpl	489	273	3.2147413E-4
			4)	mpe	549	245	2.885024E-4
		5)	mb	0	0	0.0
			1)	mbé	311	439	5.169492E-4
		6)	mi	0	0	0.0
			1)	min	320	425	5.0046336E-4
			2)	mit	558	239	2.8143704E-4
		7)	mu	0	0	0.0
			1)	mui	341	399	4.698468E-4
			2)	mun	444	299	3.520907E-4
	12)	c	0	0	0.0
		1)	co	0	0	0.0
			1)	con	24	3200	0.0037681947
			2)	com	36	2481	0.0029215284
			3)	cor	190	690	8.12517E-4
			4)	co_	295	463	5.4521067E-4
			5)	col	365	372	4.3805264E-4
			6)	cos	518	259	3.0498827E-4
		2)	ci	0	0	0.0
			1)	cia	66	1623	0.0019111813
			2)	cio	185	710	8.3606824E-4
			3)	cid	366	371	4.368751E-4
			4)	cis	413	330	3.885951E-4
		3)	ca	0	0	0.0
			1)	ca_	143	837	9.856184E-4
			2)	cas	246	528	6.217521E-4
			3)	cad	255	510	6.00556E-4
			4)	car	284	474	5.5816385E-4
			5)	caç	452	295	3.4738047E-4
		4)	ct	0	0	0.0
			1)	cto	216	607	7.147794E-4
			2)	cti	330	410	4.8279995E-4
		5)	ce	0	0	0.0
			1)	ces	220	592	6.97116E-4
			2)	cer	271	489	5.7582726E-4
			3)	cei	438	304	3.579785E-4
			4)	cen	576	231	2.7201656E-4
		6)	cu	0	0	0.0
			1)	cul	447	298	3.5091315E-4
		7)	cr	0	0	0.0
			1)	cri	498	270	3.1794145E-4
			2)	cre	507	265	3.1205363E-4
		8)	cl	0	0	0.0
			1)	cla	574	233	2.7437168E-4
			2)	clu	630	211	2.4846534E-4
	13)	ç	0	0	0.0
		1)	çã	0	0	0.0
			1)	ção	30	2919	0.0034373002
		2)	çõ	0	0	0.0
			1)	çõe	109	1002	0.001179916
		3)	ça	0	0	0.0
			1)	ça_	339	399	4.698468E-4
	14)	r	0	0	0.0
		1)	ra	0	0	0.0
			1)	ra_	34	2518	0.0029650982
			2)	ran	122	929	0.0010939541
			3)	ram	149	816	9.608897E-4
			4)	raç	281	478	5.628741E-4
			5)	rad	314	434	5.110614E-4
			6)	rar	346	389	4.5807118E-4
			7)	ras	371	364	4.2863216E-4
			8)	rat	395	348	4.097912E-4
			9)	ral	474	283	3.332497E-4
			10)	rab	548	245	2.885024E-4
		2)	re	0	0	0.0
			1)	res	39	2273	0.002676596
			2)	rec	107	1035	0.0012187755
			3)	re_	133	877	0.0010327209
			4)	rel	136	871	0.0010256555
			5)	reg	166	763	8.9847896E-4
			6)	ref	239	540	6.358829E-4
			7)	rem	283	476	5.60519E-4
			8)	ret	410	332	3.909502E-4
			9)	rei	425	315	3.7093167E-4
			10)	rea	449	296	3.48558E-4
			11)	ren	471	285	3.3560485E-4
			12)	rev	544	246	2.8967997E-4
			13)	rep	636	208	2.4493266E-4
		3)	ri	0	0	0.0
			1)	ria	79	1422	0.0016744916
			2)	rio	99	1155	0.0013600828
			3)	rim	476	282	3.3207217E-4
			4)	rid	488	274	3.2265167E-4
			5)	rig	551	243	2.861473E-4
			6)	rie	642	206	2.4257755E-4
			7)	rit	644	205	2.4139998E-4
		4)	ro	0	0	0.0
			1)	ro_	129	900	0.0010598048
			2)	rop	205	635	7.4775115E-4
			3)	ros	256	509	5.993785E-4
			4)	roc	415	328	3.8623996E-4
			5)	rol	565	236	2.7790436E-4
			6)	rog	572	233	2.7437168E-4
			7)	rov	610	215	2.531756E-4
		5)	rm	0	0	0.0
			1)	rma	181	716	8.431336E-4
			2)	rmo	530	252	2.9674533E-4
			3)	rmi	573	233	2.7437168E-4
		6)	rá	0	0	0.0
			1)	rá_	282	476	5.60519E-4
		7)	rt	0	0	0.0
			1)	rta	289	466	5.4874335E-4
			2)	rte	363	375	4.4158532E-4
			3)	rti	426	314	3.6975413E-4
		8)	rê	0	0	0.0
			1)	rên	409	332	3.909502E-4
		9)	rd	0	0	0.0
			1)	rda	457	291	3.4267022E-4
		10)	rc	0	0	0.0
			1)	rca	485	276	3.250068E-4
		11)	rr	0	0	0.0
			1)	rre	580	228	2.6848388E-4
			2)	rrê	606	217	2.555307E-4
		12)	rn	0	0	0.0
			1)	rna	650	202	2.378673E-4
	15)	i	0	0	0.0
		1)	ia	0	0	0.0
			1)	ia_	37	2357	0.002775511
			2)	ias	249	519	6.111541E-4
			3)	ial	354	381	4.4865068E-4
			4)	iar	586	226	2.6612874E-4
		2)	id	0	0	0.0
			1)	ida	50	1880	0.0022138145
			2)	ido	206	632	7.442185E-4
			3)	ide	275	487	5.734721E-4
		3)	is	0	0	0.0
			1)	is_	55	1797	0.0021160769
			2)	ist	108	1012	0.0011916916
			3)	iss	307	445	5.240146E-4
			4)	isa	528	254	2.9910047E-4
			5)	isp	613	215	2.531756E-4
		4)	ic	0	0	0.0
			1)	ica	56	1765	0.0020783949
			2)	ico	265	496	5.8407016E-4
			3)	ici	278	485	5.7111704E-4
		5)	io	0	0	0.0
			1)	io_	81	1375	0.0016191462
			2)	ion	198	659	7.760126E-4
			3)	ios	203	642	7.5599406E-4
			4)	ior	472	285	3.3560485E-4
		6)	it	0	0	0.0
			1)	ito	98	1162	0.0013683258
			2)	ita	182	714	8.4077846E-4
			3)	itu	309	443	5.2165944E-4
			4)	iti	579	230	2.70839E-4
		7)	iv	0	0	0.0
			1)	iva	159	777	9.149648E-4
			2)	ivo	304	449	5.287248E-4
		8)	im	0	0	0.0
			1)	ime	171	743	8.7492773E-4
			2)	imp	215	608	7.15957E-4
			3)	imo	538	249	2.9321265E-4
			4)	ima	561	238	2.802595E-4
			5)	im_	582	227	2.673063E-4
		9)	in	0	0	0.0
			1)	int	183	714	8.4077846E-4
			2)	ina	212	615	7.241999E-4
			3)	ind	267	494	5.817151E-4
			4)	inc	344	392	4.6160386E-4
			5)	ins	386	355	4.1803412E-4
			6)	ini	388	354	4.1685655E-4
			7)	inh	493	271	3.19119E-4
		10)	ir	0	0	0.0
			1)	ir_	207	628	7.3950825E-4
			2)	iro	343	392	4.6160386E-4
			3)	ire	368	369	4.3451996E-4
			4)	ira	385	355	4.1803412E-4
		11)	iz	0	0	0.0
			1)	iza	240	537	6.323502E-4
			2)	ize	592	223	2.6259606E-4
		12)	il	0	0	0.0
			1)	ili	279	484	5.6993944E-4
		13)	if	0	0	0.0
			1)	ifi	370	366	4.3098727E-4
		14)	ie	0	0	0.0
			1)	ien	382	356	4.1921166E-4
		15)	ig	0	0	0.0
			1)	igo	451	295	3.4738047E-4
		16)	iç	0	0	0.0
			1)	içã	496	270	3.1794145E-4
			2)	içõ	585	226	2.6612874E-4
	16)	s	0	0	0.0
		1)	st	0	0	0.0
			1)	sta	40	2247	0.0026459792
			2)	ste	97	1185	0.0013954096
			3)	str	202	643	7.5717166E-4
			4)	sti	223	584	6.876956E-4
			5)	sto	261	504	5.9349067E-4
			6)	stã	353	381	4.4865068E-4
		2)	se	0	0	0.0
			1)	se_	44	2007	0.0023633647
			2)	sen	62	1645	0.0019370876
			3)	ser	135	875	0.0010303658
			4)	seg	204	641	7.548165E-4
			5)	sem	294	463	5.4521067E-4
			6)	ses	380	358	4.215668E-4
			7)	sej	445	298	3.5091315E-4
			8)	seu	473	284	3.3442728E-4
		3)	so	0	0	0.0
			1)	so_	106	1039	0.0012234858
			2)	sob	232	562	6.617892E-4
			3)	sos	437	305	3.5915605E-4
			4)	sol	456	292	3.438478E-4
			5)	soc	609	215	2.531756E-4
		4)	ss	0	0	0.0
			1)	sso	124	923	0.0010868887
			2)	ssa	151	805	9.479365E-4
			3)	sse	168	754	8.878809E-4
			4)	ssi	259	508	5.9820095E-4
			5)	ssã	639	207	2.437551E-4
		5)	sp	0	0	0.0
			1)	spe	161	774	9.114321E-4
			2)	spo	230	569	6.700321E-4
		6)	sã	0	0	0.0
			1)	são	176	732	8.6197455E-4
		7)	sa	0	0	0.0
			1)	sa_	193	676	7.9603115E-4
			2)	sas	305	445	5.240146E-4
			3)	sab	553	242	2.8496972E-4
			4)	sam	622	213	2.5082048E-4
		8)	si	0	0	0.0
			1)	sid	276	486	5.722946E-4
			2)	sit	433	310	3.6504387E-4
			3)	sim	537	249	2.9321265E-4
			4)	sis	578	230	2.70839E-4
		9)	su	0	0	0.0
			1)	sua	340	399	4.698468E-4
		10)	sm	0	0	0.0
			1)	smo	614	214	2.5199802E-4
	17)	p	0	0	0.0
		1)	pa	0	0	0.0
			1)	par	41	2149	0.0025305783
		2)	pr	0	0	0.0
			1)	pro	57	1739	0.0020477783
			2)	pre	61	1669	0.001965349
			3)	pri	225	579	6.8180775E-4
		3)	po	0	0	0.0
			1)	por	58	1728	0.0020348253
			2)	pos	100	1134	0.001335354
			3)	pon	253	511	6.017336E-4
			4)	pod	268	489	5.7582726E-4
			5)	pol	319	425	5.0046336E-4
			6)	poi	436	306	3.6033362E-4
			7)	po_	514	259	3.0498827E-4
		4)	pe	0	0	0.0
			1)	per	105	1043	0.001228196
			2)	pel	191	689	8.113394E-4
			3)	pen	244	531	6.252848E-4
			4)	pec	348	387	4.5571604E-4
			5)	pei	393	351	4.1332387E-4
			6)	pes	575	232	2.7319413E-4
		5)	pu	0	0	0.0
			1)	put	387	354	4.1685655E-4
